linea,tren_id,sentido,unidad,equipo_vacio,estacion,dist_km,hora_min
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,El Parque,9.83,1097.83
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,LOMAS COLORADAS,11.026,1100.42
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,LOMAS COLORADAS,11.026,1100.92
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Card. Raúl Silva Henriquez,13.581,1103.75
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Card. Raúl Silva Henriquez,13.581,1104.08
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Hito Galvarino,16.137,1110.17
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Hito Galvarino,16.137,1110.5
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Los Canelos,18.693,1114.33
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Los Canelos,18.693,1114.67
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Huinca,21.248,1116.5
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Huinca,21.248,1116.83
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Cristo Redentor,23.804,1119.0
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Cristo Redentor,23.804,1119.33
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Laguna Quiñenco,25.58,1122.0
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,Laguna Quiñenco,25.58,1122.33
L2,L2-CC->CW-20085,CC->CW,SFE 9,False,CORONEL,27.355,1125.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,CONCEPCIÓN,1.0,1101.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Juan Pablo II,3.839,1107.5
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Juan Pablo II,3.839,1108.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Diagonal Bio Bio,5.571,1110.5
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Diagonal Bio Bio,5.571,1110.83
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Alborada,7.439,1113.58
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Alborada,7.439,1113.92
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Costa Mar,8.635,1115.67
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Costa Mar,8.635,1116.08
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,El Parque,9.83,1118.5
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,El Parque,9.83,1118.83
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,LOMAS COLORADAS,11.026,1121.42
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,LOMAS COLORADAS,11.026,1121.92
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Card. Raúl Silva Henriquez,13.581,1124.75
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Card. Raúl Silva Henriquez,13.581,1125.08
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Hito Galvarino,16.137,1131.17
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Hito Galvarino,16.137,1131.5
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Los Canelos,18.693,1135.33
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Los Canelos,18.693,1135.67
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Huinca,21.248,1137.5
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Huinca,21.248,1137.83
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Cristo Redentor,23.804,1140.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Cristo Redentor,23.804,1140.33
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Laguna Quiñenco,25.58,1143.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,Laguna Quiñenco,25.58,1143.33
L2,L2-CC->CW-20087,CC->CW,SFE 2,False,CORONEL,27.355,1146.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,CONCEPCIÓN,1.0,1101.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Juan Pablo II,3.839,1107.5
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Juan Pablo II,3.839,1108.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Diagonal Bio Bio,5.571,1110.5
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Diagonal Bio Bio,5.571,1110.83
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Alborada,7.439,1113.58
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Alborada,7.439,1113.92
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Costa Mar,8.635,1115.67
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Costa Mar,8.635,1116.08
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,El Parque,9.83,1118.5
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,El Parque,9.83,1118.83
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,LOMAS COLORADAS,11.026,1121.42
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,LOMAS COLORADAS,11.026,1121.92
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Card. Raúl Silva Henriquez,13.581,1124.75
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Card. Raúl Silva Henriquez,13.581,1125.08
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Hito Galvarino,16.137,1131.17
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Hito Galvarino,16.137,1131.5
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Los Canelos,18.693,1135.33
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Los Canelos,18.693,1135.67
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Huinca,21.248,1137.5
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Huinca,21.248,1137.83
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Cristo Redentor,23.804,1140.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Cristo Redentor,23.804,1140.33
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Laguna Quiñenco,25.58,1143.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,Laguna Quiñenco,25.58,1143.33
L2,L2-CC->CW-20089,CC->CW,SFE 5,False,CORONEL,27.355,1146.0
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,CONCEPCIÓN,1.0,1114.0
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Juan Pablo II,3.839,1120.5
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Juan Pablo II,3.839,1121.0
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Diagonal Bio Bio,5.571,1123.5
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Diagonal Bio Bio,5.571,1123.83
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Alborada,7.439,1126.58
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Alborada,7.439,1126.92
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Costa Mar,8.635,1128.67
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Costa Mar,8.635,1129.08
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,El Parque,9.83,1131.5
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,El Parque,9.83,1131.83
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,LOMAS COLORADAS,11.026,1134.42
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,LOMAS COLORADAS,11.026,1134.92
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Card. Raúl Silva Henriquez,13.581,1137.75
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Card. Raúl Silva Henriquez,13.581,1138.08
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Hito Galvarino,16.137,1144.17
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Hito Galvarino,16.137,1144.5
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Los Canelos,18.693,1148.33
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Los Canelos,18.693,1148.67
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Huinca,21.248,1150.5
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Huinca,21.248,1150.83
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Cristo Redentor,23.804,1153.0
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Cristo Redentor,23.804,1153.33
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Laguna Quiñenco,25.58,1156.0
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,Laguna Quiñenco,25.58,1156.33
L2,L2-CC->CW-20091,CC->CW,SFE 1,False,CORONEL,27.355,1159.0
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,CONCEPCIÓN,1.0,1127.0
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Juan Pablo II,3.839,1133.5
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Juan Pablo II,3.839,1134.0
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Diagonal Bio Bio,5.571,1136.5
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Diagonal Bio Bio,5.571,1136.83
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Alborada,7.439,1139.58
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Alborada,7.439,1139.92
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Costa Mar,8.635,1141.67
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Costa Mar,8.635,1142.08
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,El Parque,9.83,1144.5
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,El Parque,9.83,1144.83
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,LOMAS COLORADAS,11.026,1147.42
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,LOMAS COLORADAS,11.026,1147.92
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Card. Raúl Silva Henriquez,13.581,1150.75
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Card. Raúl Silva Henriquez,13.581,1151.08
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Hito Galvarino,16.137,1157.17
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Hito Galvarino,16.137,1157.5
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Los Canelos,18.693,1161.33
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Los Canelos,18.693,1161.67
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Huinca,21.248,1163.5
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Huinca,21.248,1163.83
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Cristo Redentor,23.804,1166.0
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Cristo Redentor,23.804,1166.33
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Laguna Quiñenco,25.58,1169.0
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,Laguna Quiñenco,25.58,1169.33
L2,L2-CC->CW-20093,CC->CW,SFE 7,False,CORONEL,27.355,1172.0
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,CONCEPCIÓN,1.0,1140.0
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Juan Pablo II,3.839,1146.5
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Juan Pablo II,3.839,1147.0
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Diagonal Bio Bio,5.571,1149.5
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Diagonal Bio Bio,5.571,1149.83
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Alborada,7.439,1152.58
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Alborada,7.439,1152.92
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Costa Mar,8.635,1154.67
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Costa Mar,8.635,1155.08
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,El Parque,9.83,1157.5
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,El Parque,9.83,1157.83
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,LOMAS COLORADAS,11.026,1160.42
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,LOMAS COLORADAS,11.026,1160.92
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Card. Raúl Silva Henriquez,13.581,1163.75
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Card. Raúl Silva Henriquez,13.581,1164.08
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Hito Galvarino,16.137,1170.17
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Hito Galvarino,16.137,1170.5
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Los Canelos,18.693,1174.33
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Los Canelos,18.693,1174.67
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Huinca,21.248,1176.5
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Huinca,21.248,1176.83
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Cristo Redentor,23.804,1179.0
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Cristo Redentor,23.804,1179.33
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Laguna Quiñenco,25.58,1182.0
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,Laguna Quiñenco,25.58,1182.33
L2,L2-CC->CW-20095,CC->CW,SFE 4,False,CORONEL,27.355,1185.0
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,CONCEPCIÓN,1.0,1153.0
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Juan Pablo II,3.839,1159.5
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Juan Pablo II,3.839,1160.0
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Diagonal Bio Bio,5.571,1162.5
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Diagonal Bio Bio,5.571,1162.83
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Alborada,7.439,1165.58
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Alborada,7.439,1165.92
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Costa Mar,8.635,1167.67
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Costa Mar,8.635,1168.08
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,El Parque,9.83,1170.5
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,El Parque,9.83,1170.83
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,LOMAS COLORADAS,11.026,1173.42
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,LOMAS COLORADAS,11.026,1173.92
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Card. Raúl Silva Henriquez,13.581,1176.75
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Card. Raúl Silva Henriquez,13.581,1177.08
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Hito Galvarino,16.137,1183.17
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Hito Galvarino,16.137,1183.5
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Los Canelos,18.693,1187.33
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Los Canelos,18.693,1187.67
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Huinca,21.248,1189.5
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Huinca,21.248,1189.83
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Cristo Redentor,23.804,1192.0
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Cristo Redentor,23.804,1192.33
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Laguna Quiñenco,25.58,1195.0
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,Laguna Quiñenco,25.58,1195.33
L2,L2-CC->CW-20097,CC->CW,SFE 10,False,CORONEL,27.355,1198.0
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,CONCEPCIÓN,1.0,1154.0
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Juan Pablo II,3.839,1160.5
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Juan Pablo II,3.839,1161.0
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Diagonal Bio Bio,5.571,1163.5
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Diagonal Bio Bio,5.571,1163.83
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Alborada,7.439,1166.58
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Alborada,7.439,1166.92
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Costa Mar,8.635,1168.67
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Costa Mar,8.635,1169.08
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,El Parque,9.83,1171.5
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,El Parque,9.83,1171.83
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,LOMAS COLORADAS,11.026,1174.42
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,LOMAS COLORADAS,11.026,1174.92
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Card. Raúl Silva Henriquez,13.581,1177.75
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Card. Raúl Silva Henriquez,13.581,1178.08
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Hito Galvarino,16.137,1184.17
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Hito Galvarino,16.137,1184.5
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Los Canelos,18.693,1188.33
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Los Canelos,18.693,1188.67
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Huinca,21.248,1190.5
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Huinca,21.248,1190.83
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Cristo Redentor,23.804,1193.0
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Cristo Redentor,23.804,1193.33
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Laguna Quiñenco,25.58,1196.0
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,Laguna Quiñenco,25.58,1196.33
L2,L2-CC->CW-20099,CC->CW,SFE 8,False,CORONEL,27.355,1199.0
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,CONCEPCIÓN,1.0,1169.0
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Juan Pablo II,3.839,1175.5
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Juan Pablo II,3.839,1176.0
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Diagonal Bio Bio,5.571,1178.5
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Diagonal Bio Bio,5.571,1178.83
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Alborada,7.439,1181.58
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Alborada,7.439,1181.92
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Costa Mar,8.635,1183.67
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Costa Mar,8.635,1184.08
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,El Parque,9.83,1186.5
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,El Parque,9.83,1186.83
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,LOMAS COLORADAS,11.026,1189.42
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,LOMAS COLORADAS,11.026,1189.92
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Card. Raúl Silva Henriquez,13.581,1192.75
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Card. Raúl Silva Henriquez,13.581,1193.08
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Hito Galvarino,16.137,1199.17
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Hito Galvarino,16.137,1199.5
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Los Canelos,18.693,1203.33
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Los Canelos,18.693,1203.67
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Huinca,21.248,1205.5
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Huinca,21.248,1205.83
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Cristo Redentor,23.804,1208.0
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Cristo Redentor,23.804,1208.33
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Laguna Quiñenco,25.58,1211.0
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,Laguna Quiñenco,25.58,1211.33
L2,L2-CC->CW-20101,CC->CW,SFE 3,False,CORONEL,27.355,1214.0
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,CONCEPCIÓN,1.0,1185.0
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Juan Pablo II,3.839,1190.67
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Juan Pablo II,3.839,1191.17
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Diagonal Bio Bio,5.571,1193.58
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Diagonal Bio Bio,5.571,1193.92
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Alborada,7.439,1196.42
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Alborada,7.439,1196.75
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Costa Mar,8.635,1198.33
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Costa Mar,8.635,1198.75
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,El Parque,9.83,1201.0
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,El Parque,9.83,1201.33
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,LOMAS COLORADAS,11.026,1203.75
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,LOMAS COLORADAS,11.026,1204.25
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Card. Raúl Silva Henriquez,13.581,1206.83
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Card. Raúl Silva Henriquez,13.581,1207.17
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Hito Galvarino,16.137,1213.0
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Hito Galvarino,16.137,1213.33
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Los Canelos,18.693,1217.0
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Los Canelos,18.693,1217.33
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Huinca,21.248,1219.0
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Huinca,21.248,1219.33
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Cristo Redentor,23.804,1221.33
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Cristo Redentor,23.804,1221.67
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Laguna Quiñenco,25.58,1224.17
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,Laguna Quiñenco,25.58,1224.5
L2,L2-CC->CW-20105,CC->CW,SFE 9,False,CORONEL,27.355,1227.0
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,CONCEPCIÓN,1.0,1200.0
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Juan Pablo II,3.839,1205.67
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Juan Pablo II,3.839,1206.17
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Diagonal Bio Bio,5.571,1208.58
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Diagonal Bio Bio,5.571,1208.92
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Alborada,7.439,1211.42
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Alborada,7.439,1211.75
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Costa Mar,8.635,1213.33
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Costa Mar,8.635,1213.75
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,El Parque,9.83,1216.0
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,El Parque,9.83,1216.33
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,LOMAS COLORADAS,11.026,1218.75
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,LOMAS COLORADAS,11.026,1219.25
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Card. Raúl Silva Henriquez,13.581,1221.83
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Card. Raúl Silva Henriquez,13.581,1222.17
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Hito Galvarino,16.137,1228.0
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Hito Galvarino,16.137,1228.33
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Los Canelos,18.693,1232.0
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Los Canelos,18.693,1232.33
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Huinca,21.248,1234.0
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Huinca,21.248,1234.33
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Cristo Redentor,23.804,1236.33
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Cristo Redentor,23.804,1236.67
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Laguna Quiñenco,25.58,1239.17
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,Laguna Quiñenco,25.58,1239.5
L2,L2-CC->CW-20107,CC->CW,SFE 5,False,CORONEL,27.355,1242.0
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,CONCEPCIÓN,1.0,1215.0
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Juan Pablo II,3.839,1220.67
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Juan Pablo II,3.839,1221.17
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Diagonal Bio Bio,5.571,1223.58
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Diagonal Bio Bio,5.571,1223.92
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Alborada,7.439,1226.42
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Alborada,7.439,1226.75
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Costa Mar,8.635,1228.33
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Costa Mar,8.635,1228.75
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,El Parque,9.83,1231.0
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,El Parque,9.83,1231.33
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,LOMAS COLORADAS,11.026,1233.75
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,LOMAS COLORADAS,11.026,1234.25
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Card. Raúl Silva Henriquez,13.581,1236.83
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Card. Raúl Silva Henriquez,13.581,1237.17
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Hito Galvarino,16.137,1243.0
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Hito Galvarino,16.137,1243.33
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Los Canelos,18.693,1247.0
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Los Canelos,18.693,1247.33
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Huinca,21.248,1249.0
L2,L2-CC->CW-20109,CC->CW,SFE 1,False,Huinca,21.248,1249.33
