linea,sentido,servicio,unidad,orden,estacion,dist_km,llegada_min,salida_min
L2,CC->CW,20001,SFE 1,12,Laguna Quiñenco,26.302,444.17,444.5
L2,CC->CW,20001,SFE 1,13,CORONEL,28.4,447.0,447.0
L2,CC->CW,20003,SFE 2,0,CONCEPCIÓN,0.0,417.0,417.0
L2,CC->CW,20003,SFE 2,1,Juan Pablo II,3.838,422.67,423.17
L2,CC->CW,20003,SFE 2,2,Diagonal Bio Bio,5.569,425.58,425.92
L2,CC->CW,20003,SFE 2,3,Alborada,7.442,428.42,428.75
L2,CC->CW,20003,SFE 2,4,Costa Mar,8.339,430.33,430.75
L2,CC->CW,20003,SFE 2,5,El Parque,9.614,433.0,433.33
L2,CC->CW,20003,SFE 2,6,LOMAS COLORADAS,10.983,435.75,436.25
L2,CC->CW,20003,SFE 2,7,Card. Raúl Silva Henriquez,13.151,438.83,439.17
L2,CC->CW,20003,SFE 2,8,Hito Galvarino,18.048,445.0,445.33
L2,CC->CW,20003,SFE 2,9,Los Canelos,21.125,449.0,449.33
L2,CC->CW,20003,SFE 2,10,Huinca,22.524,451.0,451.33
L2,CC->CW,20003,SFE 2,11,Cristo Redentor,24.203,453.33,453.67
L2,CC->CW,20003,SFE 2,12,Laguna Quiñenco,26.302,456.17,456.5
L2,CC->CW,20003,SFE 2,13,CORONEL,28.4,459.0,459.0
L2,CC->CW,20005,SFE 3,0,CONCEPCIÓN,0.0,433.0,433.0
L2,CC->CW,20005,SFE 3,1,Juan Pablo II,3.838,438.67,439.17
L2,CC->CW,20005,SFE 3,2,Diagonal Bio Bio,5.569,441.58,441.92
L2,CC->CW,20005,SFE 3,3,Alborada,7.442,444.42,444.75
L2,CC->CW,20005,SFE 3,4,Costa Mar,8.339,446.33,446.75
L2,CC->CW,20005,SFE 3,5,El Parque,9.614,449.0,449.33
L2,CC->CW,20005,SFE 3,6,LOMAS COLORADAS,10.983,451.75,452.25
L2,CC->CW,20005,SFE 3,7,Card. Raúl Silva Henriquez,13.151,454.83,455.17
L2,CC->CW,20005,SFE 3,8,Hito Galvarino,18.048,461.0,461.33
L2,CC->CW,20005,SFE 3,9,Los Canelos,21.125,465.0,465.33
L2,CC->CW,20005,SFE 3,10,Huinca,22.524,467.0,467.33
L2,CC->CW,20005,SFE 3,11,Cristo Redentor,24.203,469.33,469.67
L2,CC->CW,20005,SFE 3,12,Laguna Quiñenco,26.302,472.17,472.5
L2,CC->CW,20005,SFE 3,13,CORONEL,28.4,475.0,475.0
L2,CC->CW,20009,SFE 5,0,CONCEPCIÓN,0.0,445.0,445.0
L2,CC->CW,20009,SFE 5,1,Juan Pablo II,3.838,450.67,451.17
L2,CC->CW,20009,SFE 5,2,Diagonal Bio Bio,5.569,453.58,453.92
L2,CC->CW,20009,SFE 5,3,Alborada,7.442,456.42,456.75
L2,CC->CW,20009,SFE 5,4,Costa Mar,8.339,458.33,458.75
L2,CC->CW,20009,SFE 5,5,El Parque,9.614,461.0,461.33
L2,CC->CW,20009,SFE 5,6,LOMAS COLORADAS,10.983,463.75,464.25
L2,CC->CW,20009,SFE 5,7,Card. Raúl Silva Henriquez,13.151,466.83,467.17
L2,CC->CW,20009,SFE 5,8,Hito Galvarino,18.048,473.0,473.33
L2,CC->CW,20009,SFE 5,9,Los Canelos,21.125,477.0,477.33
L2,CC->CW,20009,SFE 5,10,Huinca,22.524,479.0,479.33
L2,CC->CW,20009,SFE 5,11,Cristo Redentor,24.203,481.33,481.67
L2,CC->CW,20009,SFE 5,12,Laguna Quiñenco,26.302,484.17,484.5
L2,CC->CW,20009,SFE 5,13,CORONEL,28.4,487.0,487.0
L2,CC->CW,20011,SFE 6,0,CONCEPCIÓN,0.0,462.0,462.0
L2,CC->CW,20011,SFE 6,1,Juan Pablo II,3.838,467.67,468.17
L2,CC->CW,20011,SFE 6,2,Diagonal Bio Bio,5.569,470.58,470.92
L2,CC->CW,20011,SFE 6,3,Alborada,7.442,473.42,473.75
L2,CC->CW,20011,SFE 6,4,Costa Mar,8.339,475.33,475.75
L2,CC->CW,20011,SFE 6,5,El Parque,9.614,478.0,478.33
L2,CC->CW,20011,SFE 6,6,LOMAS COLORADAS,10.983,480.75,481.25
L2,CC->CW,20011,SFE 6,7,Card. Raúl Silva Henriquez,13.151,483.83,484.17
L2,CC->CW,20011,SFE 6,8,Hito Galvarino,18.048,490.0,490.33
L2,CC->CW,20011,SFE 6,9,Los Canelos,21.125,494.0,494.33
L2,CC->CW,20011,SFE 6,10,Huinca,22.524,496.0,496.33
L2,CC->CW,20011,SFE 6,11,Cristo Redentor,24.203,498.33,498.67
L2,CC->CW,20011,SFE 6,12,Laguna Quiñenco,26.302,501.17,501.5
L2,CC->CW,20011,SFE 6,13,CORONEL,28.4,504.0,504.0
L2,CC->CW,20015,SFE 8,0,CONCEPCIÓN,0.0,474.0,474.0
L2,CC->CW,20015,SFE 8,1,Juan Pablo II,3.838,479.67,480.17
L2,CC->CW,20015,SFE 8,2,Diagonal Bio Bio,5.569,482.58,482.92
L2,CC->CW,20015,SFE 8,3,Alborada,7.442,485.42,485.75
L2,CC->CW,20015,SFE 8,4,Costa Mar,8.339,487.33,487.75
L2,CC->CW,20015,SFE 8,5,El Parque,9.614,490.0,490.33
L2,CC->CW,20015,SFE 8,6,LOMAS COLORADAS,10.983,492.75,493.25
L2,CC->CW,20015,SFE 8,7,Card. Raúl Silva Henriquez,13.151,495.83,496.17
L2,CC->CW,20015,SFE 8,8,Hito Galvarino,18.048,502.0,502.33
L2,CC->CW,20015,SFE 8,9,Los Canelos,21.125,506.0,506.33
L2,CC->CW,20015,SFE 8,10,Huinca,22.524,508.0,508.33
L2,CC->CW,20015,SFE 8,11,Cristo Redentor,24.203,510.33,510.67
L2,CC->CW,20015,SFE 8,12,Laguna Quiñenco,26.302,513.17,513.5
L2,CC->CW,20015,SFE 8,13,CORONEL,28.4,516.0,516.0
L2,CC->CW,20017,SFE 9,0,CONCEPCIÓN,0.0,497.0,497.0
L2,CC->CW,20017,SFE 9,1,Juan Pablo II,3.838,502.67,503.17
L2,CC->CW,20017,SFE 9,2,Diagonal Bio Bio,5.569,505.58,505.92
L2,CC->CW,20017,SFE 9,3,Alborada,7.442,508.42,508.75
L2,CC->CW,20017,SFE 9,4,Costa Mar,8.339,510.33,510.75
L2,CC->CW,20017,SFE 9,5,El Parque,9.614,513.0,513.33
L2,CC->CW,20017,SFE 9,6,LOMAS COLORADAS,10.983,515.75,516.25
L2,CC->CW,20017,SFE 9,7,Card. Raúl Silva Henriquez,13.151,518.83,519.17
L2,CC->CW,20017,SFE 9,8,Hito Galvarino,18.048,525.0,525.33
L2,CC->CW,20017,SFE 9,9,Los Canelos,21.125,529.0,529.33
L2,CC->CW,20017,SFE 9,10,Huinca,22.524,531.0,531.33
L2,CC->CW,20017,SFE 9,11,Cristo Redentor,24.203,533.33,533.67
L2,CC->CW,20017,SFE 9,12,Laguna Quiñenco,26.302,536.17,536.5
L2,CC->CW,20017,SFE 9,13,CORONEL,28.4,539.0,539.0
L2,CC->CW,20023,SFE 1,0,CONCEPCIÓN,0.0,508.0,508.0
L2,CC->CW,20023,SFE 1,1,Juan Pablo II,3.838,513.67,514.17
L2,CC->CW,20023,SFE 1,2,Diagonal Bio Bio,5.569,516.58,516.92
L2,CC->CW,20023,SFE 1,3,Alborada,7.442,519.42,519.75
L2,CC->CW,20023,SFE 1,4,Costa Mar,8.339,521.33,521.75
L2,CC->CW,20023,SFE 1,5,El Parque,9.614,524.0,524.33
L2,CC->CW,20023,SFE 1,6,LOMAS COLORADAS,10.983,526.75,527.25
L2,CC->CW,20023,SFE 1,7,Card. Raúl Silva Henriquez,13.151,529.83,530.17
L2,CC->CW,20023,SFE 1,8,Hito Galvarino,18.048,536.0,536.33
L2,CC->CW,20023,SFE 1,9,Los Canelos,21.125,540.0,540.33
L2,CC->CW,20023,SFE 1,10,Huinca,22.524,542.0,542.33
L2,CC->CW,20023,SFE 1,11,Cristo Redentor,24.203,544.33,544.67
L2,CC->CW,20023,SFE 1,12,Laguna Quiñenco,26.302,547.17,547.5
L2,CC->CW,20023,SFE 1,13,CORONEL,28.4,550.0,550.0
L2,CC->CW,20025,SFE 2,0,CONCEPCIÓN,0.0,519.0,519.0
L2,CC->CW,20025,SFE 2,1,Juan Pablo II,3.838,524.67,525.17
L2,CC->CW,20025,SFE 2,2,Diagonal Bio Bio,5.569,527.58,527.92
L2,CC->CW,20025,SFE 2,3,Alborada,7.442,530.42,530.75
L2,CC->CW,20025,SFE 2,4,Costa Mar,8.339,532.33,532.75
L2,CC->CW,20025,SFE 2,5,El Parque,9.614,535.0,535.33
L2,CC->CW,20025,SFE 2,6,LOMAS COLORADAS,10.983,537.75,538.25
L2,CC->CW,20025,SFE 2,7,Card. Raúl Silva Henriquez,13.151,540.83,541.17
L2,CC->CW,20025,SFE 2,8,Hito Galvarino,18.048,547.0,547.33
L2,CC->CW,20025,SFE 2,9,Los Canelos,21.125,551.0,551.33
L2,CC->CW,20025,SFE 2,10,Huinca,22.524,553.0,553.33
L2,CC->CW,20025,SFE 2,11,Cristo Redentor,24.203,555.33,555.67
L2,CC->CW,20025,SFE 2,12,Laguna Quiñenco,26.302,558.17,558.5
L2,CC->CW,20025,SFE 2,13,CORONEL,28.4,561.0,561.0
L2,CC->CW,20027,SFE 3,0,CONCEPCIÓN,0.0,531.0,531.0
L2,CC->CW,20027,SFE 3,1,Juan Pablo II,3.838,536.67,537.17
L2,CC->CW,20027,SFE 3,2,Diagonal Bio Bio,5.569,539.58,539.92
L2,CC->CW,20027,SFE 3,3,Alborada,7.442,542.42,542.75
L2,CC->CW,20027,SFE 3,4,Costa Mar,8.339,544.33,544.75
L2,CC->CW,20027,SFE 3,5,El Parque,9.614,547.0,547.33
L2,CC->CW,20027,SFE 3,6,LOMAS COLORADAS,10.983,549.75,550.25
L2,CC->CW,20027,SFE 3,7,Card. Raúl Silva Henriquez,13.151,552.83,553.17
L2,CC->CW,20027,SFE 3,8,Hito Galvarino,18.048,559.0,559.33
L2,CC->CW,20027,SFE 3,9,Los Canelos,21.125,563.0,563.33
L2,CC->CW,20027,SFE 3,10,Huinca,22.524,565.0,565.33
L2,CC->CW,20027,SFE 3,11,Cristo Redentor,24.203,567.33,567.67
L2,CC->CW,20027,SFE 3,12,Laguna Quiñenco,26.302,570.17,570.5
L2,CC->CW,20027,SFE 3,13,CORONEL,28.4,573.0,573.0
L2,CC->CW,20029,SFE 5,0,CONCEPCIÓN,0.0,543.0,543.0
L2,CC->CW,20029,SFE 5,1,Juan Pablo II,3.838,548.67,549.17
L2,CC->CW,20029,SFE 5,2,Diagonal Bio Bio,5.569,551.58,551.92
L2,CC->CW,20029,SFE 5,3,Alborada,7.442,554.42,554.75
L2,CC->CW,20029,SFE 5,4,Costa Mar,8.339,556.33,556.75
L2,CC->CW,20029,SFE 5,5,El Parque,9.614,559.0,559.33
L2,CC->CW,20029,SFE 5,6,LOMAS COLORADAS,10.983,561.75,562.25
L2,CC->CW,20029,SFE 5,7,Card. Raúl Silva Henriquez,13.151,564.83,565.17
L2,CC->CW,20029,SFE 5,8,Hito Galvarino,18.048,571.0,571.33
L2,CC->CW,20029,SFE 5,9,Los Canelos,21.125,575.0,575.33
L2,CC->CW,20029,SFE 5,10,Huinca,22.524,577.0,577.33
L2,CC->CW,20029,SFE 5,11,Cristo Redentor,24.203,579.33,579.67
L2,CC->CW,20029,SFE 5,12,Laguna Quiñenco,26.302,582.17,582.5
L2,CC->CW,20029,SFE 5,13,CORONEL,28.4,585.0,585.0
L2,CC->CW,20031,SFE 6,0,CONCEPCIÓN,0.0,555.0,555.0
L2,CC->CW,20031,SFE 6,1,Juan Pablo II,3.838,560.67,561.17
L2,CC->CW,20031,SFE 6,2,Diagonal Bio Bio,5.569,563.58,563.92
L2,CC->CW,20031,SFE 6,3,Alborada,7.442,566.42,566.75
L2,CC->CW,20031,SFE 6,4,Costa Mar,8.339,568.33,568.75
L2,CC->CW,20031,SFE 6,5,El Parque,9.614,571.0,571.33
L2,CC->CW,20031,SFE 6,6,LOMAS COLORADAS,10.983,573.75,574.25
L2,CC->CW,20031,SFE 6,7,Card. Raúl Silva Henriquez,13.151,576.83,577.17
L2,CC->CW,20031,SFE 6,8,Hito Galvarino,18.048,583.0,583.33
L2,CC->CW,20031,SFE 6,9,Los Canelos,21.125,587.0,587.33
L2,CC->CW,20031,SFE 6,10,Huinca,22.524,589.0,589.33
L2,CC->CW,20031,SFE 6,11,Cristo Redentor,24.203,591.33,591.67
L2,CC->CW,20031,SFE 6,12,Laguna Quiñenco,26.302,594.17,594.5
L2,CC->CW,20031,SFE 6,13,CORONEL,28.4,597.0,597.0
L2,CC->CW,20033,SFE 8,0,CONCEPCIÓN,0.0,570.0,570.0
L2,CC->CW,20033,SFE 8,1,Juan Pablo II,3.838,575.67,576.17
L2,CC->CW,20033,SFE 8,2,Diagonal Bio Bio,5.569,578.58,578.92
L2,CC->CW,20033,SFE 8,3,Alborada,7.442,581.42,581.75
L2,CC->CW,20033,SFE 8,4,Costa Mar,8.339,583.33,583.75
L2,CC->CW,20033,SFE 8,5,El Parque,9.614,586.0,586.33
L2,CC->CW,20033,SFE 8,6,LOMAS COLORADAS,10.983,588.75,589.25
L2,CC->CW,20033,SFE 8,7,Card. Raúl Silva Henriquez,13.151,591.83,592.17
L2,CC->CW,20033,SFE 8,8,Hito Galvarino,18.048,598.0,598.33
L2,CC->CW,20033,SFE 8,9,Los Canelos,21.125,602.0,602.33
L2,CC->CW,20033,SFE 8,10,Huinca,22.524,604.0,604.33
L2,CC->CW,20033,SFE 8,11,Cristo Redentor,24.203,606.33,606.67
L2,CC->CW,20033,SFE 8,12,Laguna Quiñenco,26.302,609.17,609.5
L2,CC->CW,20033,SFE 8,13,CORONEL,28.4,612.0,612.0
L2,CC->CW,20035,SFE 9,0,CONCEPCIÓN,0.0,590.0,590.0
L2,CC->CW,20035,SFE 9,1,Juan Pablo II,3.838,595.67,596.17
L2,CC->CW,20035,SFE 9,2,Diagonal Bio Bio,5.569,598.58,598.92
L2,CC->CW,20035,SFE 9,3,Alborada,7.442,601.42,601.75
L2,CC->CW,20035,SFE 9,4,Costa Mar,8.339,603.33,603.75
L2,CC->CW,20035,SFE 9,5,El Parque,9.614,606.0,606.33
L2,CC->CW,20035,SFE 9,6,LOMAS COLORADAS,10.983,608.75,609.25
L2,CC->CW,20035,SFE 9,7,Card. Raúl Silva Henriquez,13.151,611.83,612.17
L2,CC->CW,20035,SFE 9,8,Hito Galvarino,18.048,618.0,618.33
L2,CC->CW,20035,SFE 9,9,Los Canelos,21.125,622.0,622.33
L2,CC->CW,20035,SFE 9,10,Huinca,22.524,624.0,624.33
L2,CC->CW,20035,SFE 9,11,Cristo Redentor,24.203,626.33,626.67
L2,CC->CW,20035,SFE 9,12,Laguna Quiñenco,26.302,629.17,629.5
L2,CC->CW,20035,SFE 9,13,CORONEL,28.4,632.0,632.0
L2,CC->CW,20037,SFE 1,0,CONCEPCIÓN,0.0,605.0,605.0
L2,CC->CW,20037,SFE 1,1,Juan Pablo II,3.838,610.67,611.17
L2,CC->CW,20037,SFE 1,2,Diagonal Bio Bio,5.569,613.58,613.92
L2,CC->CW,20037,SFE 1,3,Alborada,7.442,616.42,616.75
L2,CC->CW,20037,SFE 1,4,Costa Mar,8.339,618.33,618.75
L2,CC->CW,20037,SFE 1,5,El Parque,9.614,621.0,621.33
L2,CC->CW,20037,SFE 1,6,LOMAS COLORADAS,10.983,623.75,624.25
L2,CC->CW,20037,SFE 1,7,Card. Raúl Silva Henriquez,13.151,626.83,627.17
L2,CC->CW,20037,SFE 1,8,Hito Galvarino,18.048,633.0,633.33
L2,CC->CW,20037,SFE 1,9,Los Canelos,21.125,637.0,637.33
L2,CC->CW,20037,SFE 1,10,Huinca,22.524,639.0,639.33
L2,CC->CW,20037,SFE 1,11,Cristo Redentor,24.203,641.33,641.67
L2,CC->CW,20037,SFE 1,12,Laguna Quiñenco,26.302,644.17,644.5
L2,CC->CW,20037,SFE 1,13,CORONEL,28.4,647.0,647.0
L2,CC->CW,20041,SFE 3,0,CONCEPCIÓN,0.0,630.0,630.0
L2,CC->CW,20041,SFE 3,1,Juan Pablo II,3.838,635.67,636.17
L2,CC->CW,20041,SFE 3,2,Diagonal Bio Bio,5.569,638.58,638.92
L2,CC->CW,20041,SFE 3,3,Alborada,7.442,641.42,641.75
L2,CC->CW,20041,SFE 3,4,Costa Mar,8.339,643.33,643.75
L2,CC->CW,20041,SFE 3,5,El Parque,9.614,646.0,646.33
L2,CC->CW,20041,SFE 3,6,LOMAS COLORADAS,10.983,648.75,649.25
L2,CC->CW,20041,SFE 3,7,Card. Raúl Silva Henriquez,13.151,651.83,652.17
L2,CC->CW,20041,SFE 3,8,Hito Galvarino,18.048,658.0,658.33
L2,CC->CW,20041,SFE 3,9,Los Canelos,21.125,662.0,662.33
L2,CC->CW,20041,SFE 3,10,Huinca,22.524,664.0,664.33
L2,CC->CW,20041,SFE 3,11,Cristo Redentor,24.203,666.33,666.67
L2,CC->CW,20041,SFE 3,12,Laguna Quiñenco,26.302,669.17,669.5
L2,CC->CW,20041,SFE 3,13,CORONEL,28.4,672.0,672.0
L2,CC->CW,20049,SFE 9,0,CONCEPCIÓN,0.0,690.0,690.0
L2,CC->CW,20049,SFE 9,1,Juan Pablo II,3.838,695.67,696.17
L2,CC->CW,20049,SFE 9,2,Diagonal Bio Bio,5.569,698.58,698.92
L2,CC->CW,20049,SFE 9,3,Alborada,7.442,701.42,701.75
L2,CC->CW,20049,SFE 9,4,Costa Mar,8.339,703.33,703.75
L2,CC->CW,20049,SFE 9,5,El Parque,9.614,706.0,706.33
L2,CC->CW,20049,SFE 9,6,LOMAS COLORADAS,10.983,708.75,709.25
L2,CC->CW,20049,SFE 9,7,Card. Raúl Silva Henriquez,13.151,711.83,712.17
L2,CC->CW,20049,SFE 9,8,Hito Galvarino,18.048,718.0,718.33
L2,CC->CW,20049,SFE 9,9,Los Canelos,21.125,722.0,722.33
L2,CC->CW,20049,SFE 9,10,Huinca,22.524,724.0,724.33
L2,CC->CW,20049,SFE 9,11,Cristo Redentor,24.203,726.33,726.67
L2,CC->CW,20049,SFE 9,12,Laguna Quiñenco,26.302,729.17,729.5
L2,CC->CW,20049,SFE 9,13,CORONEL,28.4,732.0,732.0
L2,CC->CW,20051,SFE 1,0,CONCEPCIÓN,0.0,705.0,705.0
L2,CC->CW,20051,SFE 1,1,Juan Pablo II,3.838,710.67,711.17
L2,CC->CW,20051,SFE 1,2,Diagonal Bio Bio,5.569,713.58,713.92
L2,CC->CW,20051,SFE 1,3,Alborada,7.442,716.42,716.75
L2,CC->CW,20051,SFE 1,4,Costa Mar,8.339,718.33,718.75
L2,CC->CW,20051,SFE 1,5,El Parque,9.614,721.0,721.33
L2,CC->CW,20051,SFE 1,6,LOMAS COLORADAS,10.983,723.75,724.25
L2,CC->CW,20051,SFE 1,7,Card. Raúl Silva Henriquez,13.151,726.83,727.17
L2,CC->CW,20051,SFE 1,8,Hito Galvarino,18.048,733.0,733.33
L2,CC->CW,20051,SFE 1,9,Los Canelos,21.125,737.0,737.33
L2,CC->CW,20051,SFE 1,10,Huinca,22.524,739.0,739.33
L2,CC->CW,20051,SFE 1,11,Cristo Redentor,24.203,741.33,741.67
L2,CC->CW,20051,SFE 1,12,Laguna Quiñenco,26.302,744.17,744.5
L2,CC->CW,20051,SFE 1,13,CORONEL,28.4,747.0,747.0
L2,CC->CW,20053,SFE 3,0,CONCEPCIÓN,0.0,730.0,730.0
L2,CC->CW,20053,SFE 3,1,Juan Pablo II,3.838,735.67,736.17
L2,CC->CW,20053,SFE 3,2,Diagonal Bio Bio,5.569,738.58,738.92
L2,CC->CW,20053,SFE 3,3,Alborada,7.442,741.42,741.75
L2,CC->CW,20053,SFE 3,4,Costa Mar,8.339,743.33,743.75
L2,CC->CW,20053,SFE 3,5,El Parque,9.614,746.0,746.33
L2,CC->CW,20053,SFE 3,6,LOMAS COLORADAS,10.983,748.75,749.25
L2,CC->CW,20053,SFE 3,7,Card. Raúl Silva Henriquez,13.151,751.83,752.17
L2,CC->CW,20053,SFE 3,8,Hito Galvarino,18.048,758.0,758.33
L2,CC->CW,20053,SFE 3,9,Los Canelos,21.125,762.0,762.33
L2,CC->CW,20053,SFE 3,10,Huinca,22.524,764.0,764.33
L2,CC->CW,20053,SFE 3,11,Cristo Redentor,24.203,766.33,766.67
L2,CC->CW,20053,SFE 3,12,Laguna Quiñenco,26.302,769.17,769.5
L2,CC->CW,20053,SFE 3,13,CORONEL,28.4,772.0,772.0
L2,CC->CW,20055,SFE 8,0,CONCEPCIÓN,0.0,743.0,743.0
L2,CC->CW,20055,SFE 8,1,Juan Pablo II,3.838,748.67,749.17
L2,CC->CW,20055,SFE 8,2,Diagonal Bio Bio,5.569,751.58,751.92
L2,CC->CW,20055,SFE 8,3,Alborada,7.442,754.42,754.75
L2,CC->CW,20055,SFE 8,4,Costa Mar,8.339,756.33,756.75
L2,CC->CW,20055,SFE 8,5,El Parque,9.614,759.0,759.33
L2,CC->CW,20055,SFE 8,6,LOMAS COLORADAS,10.983,761.75,762.25
L2,CC->CW,20055,SFE 8,7,Card. Raúl Silva Henriquez,13.151,764.83,765.17
L2,CC->CW,20055,SFE 8,8,Hito Galvarino,18.048,771.0,771.33
L2,CC->CW,20055,SFE 8,9,Los Canelos,21.125,775.0,775.33
L2,CC->CW,20055,SFE 8,10,Huinca,22.524,777.0,777.33
L2,CC->CW,20055,SFE 8,11,Cristo Redentor,24.203,779.33,779.67
L2,CC->CW,20055,SFE 8,12,Laguna Quiñenco,26.302,782.17,782.5
L2,CC->CW,20055,SFE 8,13,CORONEL,28.4,785.0,785.0
L2,CC->CW,20057,SFE 9,0,CONCEPCIÓN,0.0,780.0,780.0
L2,CC->CW,20057,SFE 9,1,Juan Pablo II,3.838,785.67,786.17
L2,CC->CW,20057,SFE 9,2,Diagonal Bio Bio,5.569,788.58,788.92
L2,CC->CW,20057,SFE 9,3,Alborada,7.442,791.42,791.75
L2,CC->CW,20057,SFE 9,4,Costa Mar,8.339,793.33,793.75
L2,CC->CW,20057,SFE 9,5,El Parque,9.614,796.0,796.33
L2,CC->CW,20057,SFE 9,6,LOMAS COLORADAS,10.983,798.75,799.25
L2,CC->CW,20057,SFE 9,7,Card. Raúl Silva Henriquez,13.151,801.83,802.17
L2,CC->CW,20057,SFE 9,8,Hito Galvarino,18.048,808.0,808.33
L2,CC->CW,20057,SFE 9,9,Los Canelos,21.125,812.0,812.33
L2,CC->CW,20057,SFE 9,10,Huinca,22.524,814.0,814.33
L2,CC->CW,20057,SFE 9,11,Cristo Redentor,24.203,816.33,816.67
L2,CC->CW,20057,SFE 9,12,Laguna Quiñenco,26.302,819.17,819.5
L2,CC->CW,20057,SFE 9,13,CORONEL,28.4,822.0,822.0
L2,CC->CW,20059,SFE 1,0,CONCEPCIÓN,0.0,795.0,795.0
L2,CC->CW,20059,SFE 1,1,Juan Pablo II,3.838,800.67,801.17
L2,CC->CW,20059,SFE 1,2,Diagonal Bio Bio,5.569,803.58,803.92
L2,CC->CW,20059,SFE 1,3,Alborada,7.442,806.42,806.75
L2,CC->CW,20059,SFE 1,4,Costa Mar,8.339,808.33,808.75
L2,CC->CW,20059,SFE 1,5,El Parque,9.614,811.0,811.33
L2,CC->CW,20059,SFE 1,6,LOMAS COLORADAS,10.983,813.75,814.25
L2,CC->CW,20059,SFE 1,7,Card. Raúl Silva Henriquez,13.151,816.83,817.17
L2,CC->CW,20059,SFE 1,8,Hito Galvarino,18.048,823.0,823.33
L2,CC->CW,20059,SFE 1,9,Los Canelos,21.125,827.0,827.33
L2,CC->CW,20059,SFE 1,10,Huinca,22.524,829.0,829.33
L2,CC->CW,20059,SFE 1,11,Cristo Redentor,24.203,831.33,831.67
L2,CC->CW,20059,SFE 1,12,Laguna Quiñenco,26.302,834.17,834.5
L2,CC->CW,20059,SFE 1,13,CORONEL,28.4,837.0,837.0
L2,CC->CW,20063,SFE 9,0,CONCEPCIÓN,0.0,875.0,875.0
L2,CC->CW,20063,SFE 9,1,Juan Pablo II,3.838,880.67,881.17
L2,CC->CW,20063,SFE 9,2,Diagonal Bio Bio,5.569,883.58,883.92
L2,CC->CW,20063,SFE 9,3,Alborada,7.442,886.42,886.75
L2,CC->CW,20063,SFE 9,4,Costa Mar,8.339,888.33,888.75
L2,CC->CW,20063,SFE 9,5,El Parque,9.614,891.0,891.33
L2,CC->CW,20063,SFE 9,6,LOMAS COLORADAS,10.983,893.75,894.25
L2,CC->CW,20063,SFE 9,7,Card. Raúl Silva Henriquez,13.151,896.83,897.17
L2,CC->CW,20063,SFE 9,8,Hito Galvarino,18.048,903.0,903.33
L2,CC->CW,20063,SFE 9,9,Los Canelos,21.125,907.0,907.33
L2,CC->CW,20063,SFE 9,10,Huinca,22.524,909.0,909.33
L2,CC->CW,20063,SFE 9,11,Cristo Redentor,24.203,911.33,911.67
L2,CC->CW,20063,SFE 9,12,Laguna Quiñenco,26.302,914.17,914.5
L2,CC->CW,20063,SFE 9,13,CORONEL,28.4,917.0,917.0
L2,CC->CW,20065,SFE 1,0,CONCEPCIÓN,0.0,915.0,915.0
L2,CC->CW,20065,SFE 1,1,Juan Pablo II,3.838,920.67,921.17
L2,CC->CW,20065,SFE 1,2,Diagonal Bio Bio,5.569,923.58,923.92
L2,CC->CW,20065,SFE 1,3,Alborada,7.442,926.42,926.75
L2,CC->CW,20065,SFE 1,4,Costa Mar,8.339,928.33,928.75
L2,CC->CW,20065,SFE 1,5,El Parque,9.614,931.0,931.33
L2,CC->CW,20065,SFE 1,6,LOMAS COLORADAS,10.983,933.75,934.25
L2,CC->CW,20065,SFE 1,7,Card. Raúl Silva Henriquez,13.151,936.83,937.17
L2,CC->CW,20065,SFE 1,8,Hito Galvarino,18.048,943.0,943.33
L2,CC->CW,20065,SFE 1,9,Los Canelos,21.125,947.0,947.33
L2,CC->CW,20065,SFE 1,10,Huinca,22.524,949.0,949.33
L2,CC->CW,20065,SFE 1,11,Cristo Redentor,24.203,951.33,951.67
L2,CC->CW,20065,SFE 1,12,Laguna Quiñenco,26.302,954.17,954.5
L2,CC->CW,20065,SFE 1,13,CORONEL,28.4,957.0,957.0
L2,CC->CW,20067,SFE 8,0,CONCEPCIÓN,0.0,930.0,930.0
L2,CC->CW,20067,SFE 8,1,Juan Pablo II,3.838,935.67,936.17
L2,CC->CW,20067,SFE 8,2,Diagonal Bio Bio,5.569,938.58,938.92
L2,CC->CW,20067,SFE 8,3,Alborada,7.442,941.42,941.75
L2,CC->CW,20067,SFE 8,4,Costa Mar,8.339,943.33,943.75
L2,CC->CW,20067,SFE 8,5,El Parque,9.614,946.0,946.33
L2,CC->CW,20067,SFE 8,6,LOMAS COLORADAS,10.983,948.75,949.25
L2,CC->CW,20067,SFE 8,7,Card. Raúl Silva Henriquez,13.151,951.83,952.17
L2,CC->CW,20067,SFE 8,8,Hito Galvarino,18.048,958.0,958.33
L2,CC->CW,20067,SFE 8,9,Los Canelos,21.125,962.0,962.33
L2,CC->CW,20067,SFE 8,10,Huinca,22.524,964.0,964.33
L2,CC->CW,20067,SFE 8,11,Cristo Redentor,24.203,966.33,966.67
L2,CC->CW,20067,SFE 8,12,Laguna Quiñenco,26.302,969.17,969.5
L2,CC->CW,20067,SFE 8,13,CORONEL,28.4,972.0,972.0
L2,CC->CW,20069,SFE 9,0,CONCEPCIÓN,0.0,980.0,980.0
L2,CC->CW,20069,SFE 9,1,Juan Pablo II,3.838,985.67,986.17
L2,CC->CW,20069,SFE 9,2,Diagonal Bio Bio,5.569,988.58,988.92
