linea,sentido,servicio,unidad,orden,estacion,dist_km,llegada_min,salida_min
L2,CC->CW,20121,SFE 5,7,Card. Raúl Silva Henriquez,13.151,1311.83,1312.17
L2,CC->CW,20121,SFE 5,8,Hito Galvarino,18.048,1318.0,1318.33
L2,CC->CW,20121,SFE 5,9,Los Canelos,21.125,1322.0,1322.33
L2,CC->CW,20121,SFE 5,10,Huinca,22.524,1324.0,1324.33
L2,CC->CW,20121,SFE 5,11,Cristo Redentor,24.203,1326.33,1326.67
L2,CC->CW,20121,SFE 5,12,Laguna Quiñenco,26.302,1329.17,1329.5
L2,CC->CW,20121,SFE 5,13,CORONEL,28.4,1332.0,1332.0
L2,CC->CW,20123,SFE 1,0,CONCEPCIÓN,0.0,1305.0,1305.0
L2,CC->CW,20123,SFE 1,1,Juan Pablo II,3.838,1310.67,1311.17
L2,CC->CW,20123,SFE 1,2,Diagonal Bio Bio,5.569,1313.58,1313.92
L2,CC->CW,20123,SFE 1,3,Alborada,7.442,1316.42,1316.75
L2,CC->CW,20123,SFE 1,4,Costa Mar,8.339,1318.33,1318.75
L2,CC->CW,20123,SFE 1,5,El Parque,9.614,1321.0,1321.33
L2,CC->CW,20123,SFE 1,6,LOMAS COLORADAS,10.983,1323.75,1324.25
L2,CC->CW,20123,SFE 1,7,Card. Raúl Silva Henriquez,13.151,1326.83,1327.17
L2,CC->CW,20123,SFE 1,8,Hito Galvarino,18.048,1333.0,1333.33
L2,CC->CW,20123,SFE 1,9,Los Canelos,21.125,1337.0,1337.33
L2,CC->CW,20123,SFE 1,10,Huinca,22.524,1339.0,1339.33
L2,CC->CW,20123,SFE 1,11,Cristo Redentor,24.203,1341.33,1341.67
L2,CC->CW,20123,SFE 1,12,Laguna Quiñenco,26.302,1344.17,1344.5
L2,CC->CW,20123,SFE 1,13,CORONEL,28.4,1347.0,1347.0
L2,CC->CW,20127,SFE 10,0,CONCEPCIÓN,0.0,1345.0,1345.0
L2,CC->CW,20127,SFE 10,1,Juan Pablo II,3.838,1350.67,1351.17
L2,CC->CW,20127,SFE 10,2,Diagonal Bio Bio,5.569,1353.58,1353.92
L2,CC->CW,20127,SFE 10,3,Alborada,7.442,1356.42,1356.75
L2,CC->CW,20127,SFE 10,4,Costa Mar,8.339,1358.33,1358.75
L2,CC->CW,20127,SFE 10,5,El Parque,9.614,1361.0,1361.33
L2,CC->CW,20127,SFE 10,6,LOMAS COLORADAS,10.983,1363.75,1364.25
L2,CC->CW,20127,SFE 10,7,Card. Raúl Silva Henriquez,13.151,1366.83,1367.17
L2,CC->CW,20127,SFE 10,8,Hito Galvarino,18.048,1373.0,1373.33
L2,CC->CW,20127,SFE 10,9,Los Canelos,21.125,1377.0,1377.33
L2,CC->CW,20127,SFE 10,10,Huinca,22.524,1379.0,1379.33
L2,CC->CW,20127,SFE 10,11,Cristo Redentor,24.203,1381.33,1381.67
L2,CC->CW,20127,SFE 10,12,Laguna Quiñenco,26.302,1384.17,1384.5
L2,CC->CW,20127,SFE 10,13,CORONEL,28.4,1387.0,1387.0
L2,CC->CW,20129,SFE 8,0,CONCEPCIÓN,0.0,1370.0,1370.0
L2,CC->CW,20129,SFE 8,1,Juan Pablo II,3.838,1375.67,1376.17
L2,CC->CW,20129,SFE 8,2,Diagonal Bio Bio,5.569,1378.58,1378.92
L2,CC->CW,20129,SFE 8,3,Alborada,7.442,1381.42,1381.75
L2,CC->CW,20129,SFE 8,4,Costa Mar,8.339,1383.33,1383.75
L2,CC->CW,20129,SFE 8,5,El Parque,9.614,1386.0,1386.33
L2,CC->CW,20129,SFE 8,6,LOMAS COLORADAS,10.983,1388.75,1389.25
L2,CC->CW,20129,SFE 8,7,Card. Raúl Silva Henriquez,13.151,1391.83,1392.17
L2,CC->CW,20129,SFE 8,8,Hito Galvarino,18.048,1398.0,1398.33
L2,CC->CW,20129,SFE 8,9,Los Canelos,21.125,1402.0,1402.33
L2,CC->CW,20129,SFE 8,10,Huinca,22.524,1404.0,1404.33
L2,CC->CW,20129,SFE 8,11,Cristo Redentor,24.203,1406.33,1406.67
L2,CC->CW,20129,SFE 8,12,Laguna Quiñenco,26.302,1409.17,1409.5
L2,CC->CW,20129,SFE 8,13,CORONEL,28.4,1412.0,1412.0
L2,CW->CC,20281,,0,CORONEL,28.4,369.0,369.0
L2,CW->CC,20281,,1,Laguna Quiñenco,26.302,371.42,371.75
L2,CW->CC,20281,,2,Cristo Redentor,24.203,374.17,374.5
L2,CW->CC,20281,,3,Huinca,22.524,376.5,376.83
L2,CW->CC,20281,,4,Los Canelos,21.125,378.5,378.83
L2,CW->CC,20281,,5,Hito Galvarino,18.048,382.5,382.83
L2,CW->CC,20281,,6,Card. Raúl Silva Henriquez,13.151,388.67,389.0
L2,CW->CC,20281,,7,LOMAS COLORADAS,10.983,391.58,392.08
L2,CW->CC,20281,,8,El Parque,9.614,394.5,394.83
L2,CW->CC,20281,,9,Costa Mar,8.339,397.08,397.5
L2,CW->CC,20281,,10,Alborada,7.442,399.17,399.5
L2,CW->CC,20281,,11,Diagonal Bio Bio,5.569,402.0,402.33
L2,CW->CC,20281,,12,Juan Pablo II,3.838,404.75,405.25
L2,CW->CC,20281,,13,CONCEPCIÓN,0.0,411.0,411.0
L2,CW->CC,20283,,0,CORONEL,28.4,409.0,409.0
L2,CW->CC,20283,,1,Laguna Quiñenco,26.302,411.42,411.75
L2,CW->CC,20283,,2,Cristo Redentor,24.203,414.17,414.5
L2,CW->CC,20283,,3,Huinca,22.524,416.5,416.83
L2,CW->CC,20283,,4,Los Canelos,21.125,418.5,418.83
L2,CW->CC,20283,,5,Hito Galvarino,18.048,422.5,422.83
L2,CW->CC,20283,,6,Card. Raúl Silva Henriquez,13.151,428.67,429.0
L2,CW->CC,20283,,7,LOMAS COLORADAS,10.983,431.58,432.08
L2,CW->CC,20283,,8,El Parque,9.614,434.5,434.83
L2,CW->CC,20283,,9,Costa Mar,8.339,437.08,437.5
L2,CW->CC,20283,,10,Alborada,7.442,439.17,439.5
L2,CW->CC,20283,,11,Diagonal Bio Bio,5.569,442.0,442.33
L2,CW->CC,20283,,12,Juan Pablo II,3.838,444.75,445.25
L2,CW->CC,20283,,13,CONCEPCIÓN,0.0,451.0,451.0
L2,CW->CC,20285,,0,CORONEL,28.4,437.0,437.0
L2,CW->CC,20285,,1,Laguna Quiñenco,26.302,439.42,439.75
L2,CW->CC,20285,,2,Cristo Redentor,24.203,442.17,442.5
L2,CW->CC,20285,,3,Huinca,22.524,444.5,444.83
L2,CW->CC,20285,,4,Los Canelos,21.125,446.5,446.83
L2,CW->CC,20285,,5,Hito Galvarino,18.048,450.5,450.83
L2,CW->CC,20285,,6,Card. Raúl Silva Henriquez,13.151,456.67,457.0
L2,CW->CC,20285,,7,LOMAS COLORADAS,10.983,459.58,460.08
L2,CW->CC,20285,,8,El Parque,9.614,462.5,462.83
L2,CW->CC,20285,,9,Costa Mar,8.339,465.08,465.5
L2,CW->CC,20285,,10,Alborada,7.442,467.17,467.5
L2,CW->CC,20285,,11,Diagonal Bio Bio,5.569,470.0,470.33
L2,CW->CC,20285,,12,Juan Pablo II,3.838,472.75,473.25
L2,CW->CC,20285,,13,CONCEPCIÓN,0.0,479.0,479.0
L2,CW->CC,20028,SFE 5,0,CORONEL,28.4,498.0,498.0
L2,CW->CC,20028,SFE 5,1,Laguna Quiñenco,26.302,500.42,500.75
L2,CW->CC,20028,SFE 5,2,Cristo Redentor,24.203,503.17,503.5
L2,CW->CC,20028,SFE 5,3,Huinca,22.524,505.5,505.83
L2,CW->CC,20028,SFE 5,4,Los Canelos,21.125,507.5,507.83
L2,CW->CC,20028,SFE 5,5,Hito Galvarino,18.048,511.5,511.83
L2,CW->CC,20028,SFE 5,6,Card. Raúl Silva Henriquez,13.151,517.67,518.0
L2,CW->CC,20028,SFE 5,7,LOMAS COLORADAS,10.983,520.58,521.08
L2,CW->CC,20028,SFE 5,8,El Parque,9.614,523.5,523.83
L2,CW->CC,20028,SFE 5,9,Costa Mar,8.339,526.08,526.5
L2,CW->CC,20028,SFE 5,10,Alborada,7.442,528.17,528.5
L2,CW->CC,20028,SFE 5,11,Diagonal Bio Bio,5.569,531.0,531.33
L2,CW->CC,20028,SFE 5,12,Juan Pablo II,3.838,533.75,534.25
L2,CW->CC,20028,SFE 5,13,CONCEPCIÓN,0.0,540.0,540.0
L2,CW->CC,20030,SFE 6,0,CORONEL,28.4,510.0,510.0
L2,CW->CC,20030,SFE 6,1,Laguna Quiñenco,26.302,512.42,512.75
L2,CW->CC,20030,SFE 6,2,Cristo Redentor,24.203,515.17,515.5
L2,CW->CC,20030,SFE 6,3,Huinca,22.524,517.5,517.83
L2,CW->CC,20030,SFE 6,4,Los Canelos,21.125,519.5,519.83
L2,CW->CC,20030,SFE 6,5,Hito Galvarino,18.048,523.5,523.83
L2,CW->CC,20030,SFE 6,6,Card. Raúl Silva Henriquez,13.151,529.67,530.0
L2,CW->CC,20030,SFE 6,7,LOMAS COLORADAS,10.983,532.58,533.08
L2,CW->CC,20030,SFE 6,8,El Parque,9.614,535.5,535.83
L2,CW->CC,20030,SFE 6,9,Costa Mar,8.339,538.08,538.5
L2,CW->CC,20030,SFE 6,10,Alborada,7.442,540.17,540.5
L2,CW->CC,20030,SFE 6,11,Diagonal Bio Bio,5.569,543.0,543.33
L2,CW->CC,20030,SFE 6,12,Juan Pablo II,3.838,545.75,546.25
L2,CW->CC,20030,SFE 6,13,CONCEPCIÓN,0.0,552.0,552.0
L2,CW->CC,20032,SFE 8,0,CORONEL,28.4,525.0,525.0
L2,CW->CC,20032,SFE 8,1,Laguna Quiñenco,26.302,527.42,527.75
L2,CW->CC,20032,SFE 8,2,Cristo Redentor,24.203,530.17,530.5
L2,CW->CC,20032,SFE 8,3,Huinca,22.524,532.5,532.83
L2,CW->CC,20032,SFE 8,4,Los Canelos,21.125,534.5,534.83
L2,CW->CC,20032,SFE 8,5,Hito Galvarino,18.048,538.5,538.83
L2,CW->CC,20032,SFE 8,6,Card. Raúl Silva Henriquez,13.151,544.67,545.0
L2,CW->CC,20032,SFE 8,7,LOMAS COLORADAS,10.983,547.58,548.08
L2,CW->CC,20032,SFE 8,8,El Parque,9.614,550.5,550.83
L2,CW->CC,20032,SFE 8,9,Costa Mar,8.339,553.08,553.5
L2,CW->CC,20032,SFE 8,10,Alborada,7.442,555.17,555.5
L2,CW->CC,20032,SFE 8,11,Diagonal Bio Bio,5.569,558.0,558.33
L2,CW->CC,20032,SFE 8,12,Juan Pablo II,3.838,560.75,561.25
L2,CW->CC,20032,SFE 8,13,CONCEPCIÓN,0.0,567.0,567.0
L2,CW->CC,20034,SFE 9,0,CORONEL,28.4,542.0,542.0
L2,CW->CC,20034,SFE 9,1,Laguna Quiñenco,26.302,544.42,544.75
L2,CW->CC,20034,SFE 9,2,Cristo Redentor,24.203,547.17,547.5
L2,CW->CC,20034,SFE 9,3,Huinca,22.524,549.5,549.83
L2,CW->CC,20034,SFE 9,4,Los Canelos,21.125,551.5,551.83
L2,CW->CC,20034,SFE 9,5,Hito Galvarino,18.048,555.5,555.83
L2,CW->CC,20034,SFE 9,6,Card. Raúl Silva Henriquez,13.151,561.67,562.0
L2,CW->CC,20034,SFE 9,7,LOMAS COLORADAS,10.983,564.58,565.08
L2,CW->CC,20034,SFE 9,8,El Parque,9.614,567.5,567.83
L2,CW->CC,20034,SFE 9,9,Costa Mar,8.339,570.08,570.5
L2,CW->CC,20034,SFE 9,10,Alborada,7.442,572.17,572.5
L2,CW->CC,20034,SFE 9,11,Diagonal Bio Bio,5.569,575.0,575.33
L2,CW->CC,20034,SFE 9,12,Juan Pablo II,3.838,577.75,578.25
L2,CW->CC,20034,SFE 9,13,CONCEPCIÓN,0.0,584.0,584.0
L2,CW->CC,20036,SFE 1,0,CORONEL,28.4,555.0,555.0
L2,CW->CC,20036,SFE 1,1,Laguna Quiñenco,26.302,557.42,557.75
L2,CW->CC,20036,SFE 1,2,Cristo Redentor,24.203,560.17,560.5
L2,CW->CC,20036,SFE 1,3,Huinca,22.524,562.5,562.83
L2,CW->CC,20036,SFE 1,4,Los Canelos,21.125,564.5,564.83
L2,CW->CC,20036,SFE 1,5,Hito Galvarino,18.048,568.5,568.83
L2,CW->CC,20036,SFE 1,6,Card. Raúl Silva Henriquez,13.151,574.67,575.0
L2,CW->CC,20036,SFE 1,7,LOMAS COLORADAS,10.983,577.58,578.08
L2,CW->CC,20036,SFE 1,8,El Parque,9.614,580.5,580.83
L2,CW->CC,20036,SFE 1,9,Costa Mar,8.339,583.08,583.5
L2,CW->CC,20036,SFE 1,10,Alborada,7.442,585.17,585.5
L2,CW->CC,20036,SFE 1,11,Diagonal Bio Bio,5.569,588.0,588.33
L2,CW->CC,20036,SFE 1,12,Juan Pablo II,3.838,590.75,591.25
L2,CW->CC,20036,SFE 1,13,CONCEPCIÓN,0.0,597.0,597.0
L2,CW->CC,20280,SFE 2,0,CORONEL,28.4,564.0,564.0
L2,CW->CC,20280,SFE 2,1,Laguna Quiñenco,26.302,566.42,566.75
L2,CW->CC,20280,SFE 2,2,Cristo Redentor,24.203,569.17,569.5
L2,CW->CC,20280,SFE 2,3,Huinca,22.524,571.5,571.83
L2,CW->CC,20280,SFE 2,4,Los Canelos,21.125,573.5,573.83
L2,CW->CC,20280,SFE 2,5,Hito Galvarino,18.048,577.5,577.83
L2,CW->CC,20280,SFE 2,6,Card. Raúl Silva Henriquez,13.151,583.67,584.0
L2,CW->CC,20280,SFE 2,7,LOMAS COLORADAS,10.983,586.58,587.08
L2,CW->CC,20280,SFE 2,8,El Parque,9.614,589.5,589.83
L2,CW->CC,20280,SFE 2,9,Costa Mar,8.339,592.08,592.5
L2,CW->CC,20280,SFE 2,10,Alborada,7.442,594.17,594.5
L2,CW->CC,20280,SFE 2,11,Diagonal Bio Bio,5.569,597.0,597.33
L2,CW->CC,20280,SFE 2,12,Juan Pablo II,3.838,599.75,600.25
L2,CW->CC,20280,SFE 2,13,CONCEPCIÓN,0.0,606.0,606.0
L2,CW->CC,20040,SFE 3,0,CORONEL,28.4,580.0,580.0
L2,CW->CC,20040,SFE 3,1,Laguna Quiñenco,26.302,582.42,582.75
L2,CW->CC,20040,SFE 3,2,Cristo Redentor,24.203,585.17,585.5
L2,CW->CC,20040,SFE 3,3,Huinca,22.524,587.5,587.83
L2,CW->CC,20040,SFE 3,4,Los Canelos,21.125,589.5,589.83
L2,CW->CC,20040,SFE 3,5,Hito Galvarino,18.048,593.5,593.83
L2,CW->CC,20040,SFE 3,6,Card. Raúl Silva Henriquez,13.151,599.67,600.0
L2,CW->CC,20040,SFE 3,7,LOMAS COLORADAS,10.983,602.58,603.08
L2,CW->CC,20040,SFE 3,8,El Parque,9.614,605.5,605.83
L2,CW->CC,20040,SFE 3,9,Costa Mar,8.339,608.08,608.5
L2,CW->CC,20040,SFE 3,10,Alborada,7.442,610.17,610.5
L2,CW->CC,20040,SFE 3,11,Diagonal Bio Bio,5.569,613.0,613.33
L2,CW->CC,20040,SFE 3,12,Juan Pablo II,3.838,615.75,616.25
L2,CW->CC,20040,SFE 3,13,CONCEPCIÓN,0.0,622.0,622.0
L2,CW->CC,20042,SFE 5,0,CORONEL,28.4,595.0,595.0
L2,CW->CC,20042,SFE 5,1,Laguna Quiñenco,26.302,597.42,597.75
L2,CW->CC,20042,SFE 5,2,Cristo Redentor,24.203,600.17,600.5
L2,CW->CC,20042,SFE 5,3,Huinca,22.524,602.5,602.83
L2,CW->CC,20042,SFE 5,4,Los Canelos,21.125,604.5,604.83
L2,CW->CC,20042,SFE 5,5,Hito Galvarino,18.048,608.5,608.83
L2,CW->CC,20042,SFE 5,6,Card. Raúl Silva Henriquez,13.151,614.67,615.0
L2,CW->CC,20042,SFE 5,7,LOMAS COLORADAS,10.983,617.58,618.08
L2,CW->CC,20042,SFE 5,8,El Parque,9.614,620.5,620.83
L2,CW->CC,20042,SFE 5,9,Costa Mar,8.339,623.08,623.5
L2,CW->CC,20042,SFE 5,10,Alborada,7.442,625.17,625.5
L2,CW->CC,20042,SFE 5,11,Diagonal Bio Bio,5.569,628.0,628.33
L2,CW->CC,20042,SFE 5,12,Juan Pablo II,3.838,630.75,631.25
L2,CW->CC,20042,SFE 5,13,CONCEPCIÓN,0.0,637.0,637.0
L2,CW->CC,20044,SFE 6,0,CORONEL,28.4,605.0,605.0
L2,CW->CC,20044,SFE 6,1,Laguna Quiñenco,26.302,607.42,607.75
L2,CW->CC,20044,SFE 6,2,Cristo Redentor,24.203,610.17,610.5
L2,CW->CC,20044,SFE 6,3,Huinca,22.524,612.5,612.83
L2,CW->CC,20044,SFE 6,4,Los Canelos,21.125,614.5,614.83
L2,CW->CC,20044,SFE 6,5,Hito Galvarino,18.048,618.5,618.83
L2,CW->CC,20044,SFE 6,6,Card. Raúl Silva Henriquez,13.151,624.67,625.0
L2,CW->CC,20044,SFE 6,7,LOMAS COLORADAS,10.983,627.58,628.08
L2,CW->CC,20044,SFE 6,8,El Parque,9.614,630.5,630.83
L2,CW->CC,20044,SFE 6,9,Costa Mar,8.339,633.08,633.5
L2,CW->CC,20044,SFE 6,10,Alborada,7.442,635.17,635.5
L2,CW->CC,20044,SFE 6,11,Diagonal Bio Bio,5.569,638.0,638.33
L2,CW->CC,20044,SFE 6,12,Juan Pablo II,3.838,640.75,641.25
L2,CW->CC,20044,SFE 6,13,CONCEPCIÓN,0.0,647.0,647.0
L2,CW->CC,20048,SFE 9,0,CORONEL,28.4,640.0,640.0
L2,CW->CC,20048,SFE 9,1,Laguna Quiñenco,26.302,642.42,642.75
L2,CW->CC,20048,SFE 9,2,Cristo Redentor,24.203,645.17,645.5
L2,CW->CC,20048,SFE 9,3,Huinca,22.524,647.5,647.83
L2,CW->CC,20048,SFE 9,4,Los Canelos,21.125,649.5,649.83
L2,CW->CC,20048,SFE 9,5,Hito Galvarino,18.048,653.5,653.83
L2,CW->CC,20048,SFE 9,6,Card. Raúl Silva Henriquez,13.151,659.67,660.0
L2,CW->CC,20048,SFE 9,7,LOMAS COLORADAS,10.983,662.58,663.08
L2,CW->CC,20048,SFE 9,8,El Parque,9.614,665.5,665.83
L2,CW->CC,20048,SFE 9,9,Costa Mar,8.339,668.08,668.5
L2,CW->CC,20048,SFE 9,10,Alborada,7.442,670.17,670.5
L2,CW->CC,20048,SFE 9,11,Diagonal Bio Bio,5.569,673.0,673.33
L2,CW->CC,20048,SFE 9,12,Juan Pablo II,3.838,675.75,676.25
L2,CW->CC,20048,SFE 9,13,CONCEPCIÓN,0.0,682.0,682.0
L2,CW->CC,20050,SFE 1,0,CORONEL,28.4,660.0,660.0
L2,CW->CC,20050,SFE 1,1,Laguna Quiñenco,26.302,662.42,662.75
L2,CW->CC,20050,SFE 1,2,Cristo Redentor,24.203,665.17,665.5
L2,CW->CC,20050,SFE 1,3,Huinca,22.524,667.5,667.83
L2,CW->CC,20050,SFE 1,4,Los Canelos,21.125,669.5,669.83
L2,CW->CC,20050,SFE 1,5,Hito Galvarino,18.048,673.5,673.83
L2,CW->CC,20050,SFE 1,6,Card. Raúl Silva Henriquez,13.151,679.67,680.0
L2,CW->CC,20050,SFE 1,7,LOMAS COLORADAS,10.983,682.58,683.08
L2,CW->CC,20050,SFE 1,8,El Parque,9.614,685.5,685.83
L2,CW->CC,20050,SFE 1,9,Costa Mar,8.339,688.08,688.5
L2,CW->CC,20050,SFE 1,10,Alborada,7.442,690.17,690.5
L2,CW->CC,20050,SFE 1,11,Diagonal Bio Bio,5.569,693.0,693.33
L2,CW->CC,20050,SFE 1,12,Juan Pablo II,3.838,695.75,696.25
L2,CW->CC,20050,SFE 1,13,CONCEPCIÓN,0.0,702.0,702.0
L2,CW->CC,20052,SFE 3,0,CORONEL,28.4,680.0,680.0
L2,CW->CC,20052,SFE 3,1,Laguna Quiñenco,26.302,682.42,682.75
L2,CW->CC,20052,SFE 3,2,Cristo Redentor,24.203,685.17,685.5
L2,CW->CC,20052,SFE 3,3,Huinca,22.524,687.5,687.83
L2,CW->CC,20052,SFE 3,4,Los Canelos,21.125,689.5,689.83
L2,CW->CC,20052,SFE 3,5,Hito Galvarino,18.048,693.5,693.83
L2,CW->CC,20052,SFE 3,6,Card. Raúl Silva Henriquez,13.151,699.67,700.0
L2,CW->CC,20052,SFE 3,7,LOMAS COLORADAS,10.983,702.58,703.08
L2,CW->CC,20052,SFE 3,8,El Parque,9.614,705.5,705.83
L2,CW->CC,20052,SFE 3,9,Costa Mar,8.339,708.08,708.5
L2,CW->CC,20052,SFE 3,10,Alborada,7.442,710.17,710.5
L2,CW->CC,20052,SFE 3,11,Diagonal Bio Bio,5.569,713.0,713.33
L2,CW->CC,20052,SFE 3,12,Juan Pablo II,3.838,715.75,716.25
L2,CW->CC,20052,SFE 3,13,CONCEPCIÓN,0.0,722.0,722.0
L2,CW->CC,20054,SFE 8,0,CORONEL,28.4,695.0,695.0
L2,CW->CC,20054,SFE 8,1,Laguna Quiñenco,26.302,697.42,697.75
L2,CW->CC,20054,SFE 8,2,Cristo Redentor,24.203,700.17,700.5
L2,CW->CC,20054,SFE 8,3,Huinca,22.524,702.5,702.83
L2,CW->CC,20054,SFE 8,4,Los Canelos,21.125,704.5,704.83
L2,CW->CC,20054,SFE 8,5,Hito Galvarino,18.048,708.5,708.83
L2,CW->CC,20054,SFE 8,6,Card. Raúl Silva Henriquez,13.151,714.67,715.0
L2,CW->CC,20054,SFE 8,7,LOMAS COLORADAS,10.983,717.58,718.08
L2,CW->CC,20054,SFE 8,8,El Parque,9.614,720.5,720.83
L2,CW->CC,20054,SFE 8,9,Costa Mar,8.339,723.08,723.5
L2,CW->CC,20054,SFE 8,10,Alborada,7.442,725.17,725.5
L2,CW->CC,20054,SFE 8,11,Diagonal Bio Bio,5.569,728.0,728.33
L2,CW->CC,20054,SFE 8,12,Juan Pablo II,3.838,730.75,731.25
L2,CW->CC,20054,SFE 8,13,CONCEPCIÓN,0.0,737.0,737.0
L2,CW->CC,20056,SFE 9,0,CORONEL,28.4,735.0,735.0
L2,CW->CC,20056,SFE 9,1,Laguna Quiñenco,26.302,737.42,737.75
L2,CW->CC,20056,SFE 9,2,Cristo Redentor,24.203,740.17,740.5
L2,CW->CC,20056,SFE 9,3,Huinca,22.524,742.5,742.83
L2,CW->CC,20056,SFE 9,4,Los Canelos,21.125,744.5,744.83
L2,CW->CC,20056,SFE 9,5,Hito Galvarino,18.048,748.5,748.83
L2,CW->CC,20056,SFE 9,6,Card. Raúl Silva Henriquez,13.151,754.67,755.0
L2,CW->CC,20056,SFE 9,7,LOMAS COLORADAS,10.983,757.58,758.08
L2,CW->CC,20056,SFE 9,8,El Parque,9.614,760.5,760.83
L2,CW->CC,20056,SFE 9,9,Costa Mar,8.339,763.08,763.5
L2,CW->CC,20056,SFE 9,10,Alborada,7.442,765.17,765.5
L2,CW->CC,20056,SFE 9,11,Diagonal Bio Bio,5.569,768.0,768.33
L2,CW->CC,20056,SFE 9,12,Juan Pablo II,3.838,770.75,771.25
L2,CW->CC,20056,SFE 9,13,CONCEPCIÓN,0.0,777.0,777.0
L2,CW->CC,20058,SFE 1,0,CORONEL,28.4,750.0,750.0
L2,CW->CC,20058,SFE 1,1,Laguna Quiñenco,26.302,752.42,752.75
L2,CW->CC,20058,SFE 1,2,Cristo Redentor,24.203,755.17,755.5
L2,CW->CC,20058,SFE 1,3,Huinca,22.524,757.5,757.83
L2,CW->CC,20058,SFE 1,4,Los Canelos,21.125,759.5,759.83
L2,CW->CC,20058,SFE 1,5,Hito Galvarino,18.048,763.5,763.83
L2,CW->CC,20058,SFE 1,6,Card. Raúl Silva Henriquez,13.151,769.67,770.0
L2,CW->CC,20058,SFE 1,7,LOMAS COLORADAS,10.983,772.58,773.08
L2,CW->CC,20058,SFE 1,8,El Parque,9.614,775.5,775.83
L2,CW->CC,20058,SFE 1,9,Costa Mar,8.339,778.08,778.5
L2,CW->CC,20058,SFE 1,10,Alborada,7.442,780.17,780.5
L2,CW->CC,20058,SFE 1,11,Diagonal Bio Bio,5.569,783.0,783.33
L2,CW->CC,20058,SFE 1,12,Juan Pablo II,3.838,785.75,786.25
L2,CW->CC,20058,SFE 1,13,CONCEPCIÓN,0.0,792.0,792.0
L2,CW->CC,20282,SFE 3,0,CORONEL,28.4,775.0,775.0
L2,CW->CC,20282,SFE 3,1,Laguna Quiñenco,26.302,777.42,777.75
L2,CW->CC,20282,SFE 3,2,Cristo Redentor,24.203,780.17,780.5
L2,CW->CC,20282,SFE 3,3,Huinca,22.524,782.5,782.83
L2,CW->CC,20282,SFE 3,4,Los Canelos,21.125,784.5,784.83
L2,CW->CC,20282,SFE 3,5,Hito Galvarino,18.048,788.5,788.83
L2,CW->CC,20282,SFE 3,6,Card. Raúl Silva Henriquez,13.151,794.67,795.0
L2,CW->CC,20282,SFE 3,7,LOMAS COLORADAS,10.983,797.58,798.08
L2,CW->CC,20282,SFE 3,8,El Parque,9.614,800.5,800.83
L2,CW->CC,20282,SFE 3,9,Costa Mar,8.339,803.08,803.5
L2,CW->CC,20282,SFE 3,10,Alborada,7.442,805.17,805.5
L2,CW->CC,20282,SFE 3,11,Diagonal Bio Bio,5.569,808.0,808.33
L2,CW->CC,20282,SFE 3,12,Juan Pablo II,3.838,810.75,811.25
L2,CW->CC,20282,SFE 3,13,CONCEPCIÓN,0.0,817.0,817.0
L2,CW->CC,20062,SFE 9,0,CORONEL,28.4,830.0,830.0
L2,CW->CC,20062,SFE 9,1,Laguna Quiñenco,26.302,832.42,832.75
L2,CW->CC,20062,SFE 9,2,Cristo Redentor,24.203,835.17,835.5
L2,CW->CC,20062,SFE 9,3,Huinca,22.524,837.5,837.83
L2,CW->CC,20062,SFE 9,4,Los Canelos,21.125,839.5,839.83
L2,CW->CC,20062,SFE 9,5,Hito Galvarino,18.048,843.5,843.83
L2,CW->CC,20062,SFE 9,6,Card. Raúl Silva Henriquez,13.151,849.67,850.0
L2,CW->CC,20062,SFE 9,7,LOMAS COLORADAS,10.983,852.58,853.08
L2,CW->CC,20062,SFE 9,8,El Parque,9.614,855.5,855.83
L2,CW->CC,20062,SFE 9,9,Costa Mar,8.339,858.08,858.5
L2,CW->CC,20062,SFE 9,10,Alborada,7.442,860.17,860.5
L2,CW->CC,20062,SFE 9,11,Diagonal Bio Bio,5.569,863.0,863.33
L2,CW->CC,20062,SFE 9,12,Juan Pablo II,3.838,865.75,866.25
L2,CW->CC,20062,SFE 9,13,CONCEPCIÓN,0.0,872.0,872.0
L2,CW->CC,20064,SFE 1,0,CORONEL,28.4,870.0,870.0
L2,CW->CC,20064,SFE 1,1,Laguna Quiñenco,26.302,872.42,872.75
L2,CW->CC,20064,SFE 1,2,Cristo Redentor,24.203,875.17,875.5
L2,CW->CC,20064,SFE 1,3,Huinca,22.524,877.5,877.83
L2,CW->CC,20064,SFE 1,4,Los Canelos,21.125,879.5,879.83
L2,CW->CC,20064,SFE 1,5,Hito Galvarino,18.048,883.5,883.83
L2,CW->CC,20064,SFE 1,6,Card. Raúl Silva Henriquez,13.151,889.67,890.0
L2,CW->CC,20064,SFE 1,7,LOMAS COLORADAS,10.983,892.58,893.08
L2,CW->CC,20064,SFE 1,8,El Parque,9.614,895.5,895.83
L2,CW->CC,20064,SFE 1,9,Costa Mar,8.339,898.08,898.5
L2,CW->CC,20064,SFE 1,10,Alborada,7.442,900.17,900.5
L2,CW->CC,20064,SFE 1,11,Diagonal Bio Bio,5.569,903.0,903.33
L2,CW->CC,20064,SFE 1,12,Juan Pablo II,3.838,905.75,906.25
L2,CW->CC,20064,SFE 1,13,CONCEPCIÓN,0.0,912.0,912.0
L2,CW->CC,20066,SFE 8,0,CORONEL,28.4,885.0,885.0
