t_min,t_s,unidad,servicio,tramo,sentido,dist_km,estado
650.0,39000,SFE 8,,,,,cochera:CORONEL
650.0,39000,SFE 10,,,,,cochera:El Arenal
650.0,39000,SFE 11,,,,,cochera:El Arenal
650.0,39000,SFE 4,,,,,cochera:El Arenal
650.0,39000,SFE 7,,,,,cochera:El Arenal
650.0,39000,SFE 5,,,,,cochera:CONCEPCIÓN
650.0,39000,SFE 6,,,,,cochera:CONCEPCIÓN
650.0,39000,SFE B2,,,,,cochera:LAJA
650.0,39000,SFE B3,,,,,cochera:LAJA
650.0,39000,UT 2,,,,,cochera:HUALQUI
652.0,39120,SFE 3,20041,L2,CC->CW,13.581,circulando
652.0,39120,SFE 9,20048,L2,CW->CC,17.182,circulando
652.0,39120,SFE B1,20313,L1,LJ->TH,82.79,circulando
652.0,39120,UT 1,20312,L1,TH->LJ,52.161,circulando
652.0,39120,SFE 1,,,,,cochera:CORONEL
652.0,39120,SFE 2,,,,,cochera:CORONEL
652.0,39120,SFE 8,,,,,cochera:CORONEL
652.0,39120,SFE 10,,,,,cochera:El Arenal
652.0,39120,SFE 11,,,,,cochera:El Arenal
652.0,39120,SFE 4,,,,,cochera:El Arenal
652.0,39120,SFE 7,,,,,cochera:El Arenal
652.0,39120,SFE 5,,,,,cochera:CONCEPCIÓN
652.0,39120,SFE 6,,,,,cochera:CONCEPCIÓN
652.0,39120,SFE B2,,,,,cochera:LAJA
652.0,39120,SFE B3,,,,,cochera:LAJA
652.0,39120,UT 2,,,,,cochera:HUALQUI
654.0,39240,SFE 3,20041,L2,CC->CW,14.383,circulando
654.0,39240,SFE 9,20048,L2,CW->CC,16.063,circulando
654.0,39240,SFE B1,20313,L1,LJ->TH,83.525,circulando
654.0,39240,UT 1,20312,L1,TH->LJ,50.064,circulando
654.0,39240,SFE 1,,,,,cochera:CORONEL
654.0,39240,SFE 2,,,,,cochera:CORONEL
654.0,39240,SFE 8,,,,,cochera:CORONEL
654.0,39240,SFE 10,,,,,cochera:El Arenal
654.0,39240,SFE 11,,,,,cochera:El Arenal
654.0,39240,SFE 4,,,,,cochera:El Arenal
654.0,39240,SFE 7,,,,,cochera:El Arenal
654.0,39240,SFE 5,,,,,cochera:CONCEPCIÓN
654.0,39240,SFE 6,,,,,cochera:CONCEPCIÓN
654.0,39240,SFE B2,,,,,cochera:LAJA
654.0,39240,SFE B3,,,,,cochera:LAJA
654.0,39240,UT 2,,,,,cochera:HUALQUI
656.0,39360,SFE 3,20041,L2,CC->CW,15.26,circulando
656.0,39360,SFE 9,20048,L2,CW->CC,15.187,circulando
656.0,39360,SFE B1,20313,L1,LJ->TH,84.996,circulando
656.0,39360,SFE B2,20844,L1,LJ->TH,2.0,circulando
656.0,39360,UT 1,20312,L1,TH->LJ,47.966,circulando
656.0,39360,SFE 1,,,,,cochera:CORONEL
656.0,39360,SFE 2,,,,,cochera:CORONEL
656.0,39360,SFE 8,,,,,cochera:CORONEL
656.0,39360,SFE 10,,,,,cochera:El Arenal
656.0,39360,SFE 11,,,,,cochera:El Arenal
656.0,39360,SFE 4,,,,,cochera:El Arenal
656.0,39360,SFE 7,,,,,cochera:El Arenal
656.0,39360,SFE 5,,,,,cochera:CONCEPCIÓN
656.0,39360,SFE 6,,,,,cochera:CONCEPCIÓN
656.0,39360,SFE B3,,,,,cochera:LAJA
656.0,39360,UT 2,,,,,cochera:HUALQUI
658.0,39480,SFE 3,20041,L2,CC->CW,16.137,circulando
658.0,39480,SFE 9,20048,L2,CW->CC,14.312,circulando
658.0,39480,SFE B2,20844,L1,LJ->TH,2.8,circulando
658.0,39480,SFE 1,,,,,cochera:CORONEL
658.0,39480,SFE 2,,,,,cochera:CORONEL
658.0,39480,SFE 8,,,,,cochera:CORONEL
658.0,39480,SFE 10,,,,,cochera:El Arenal
658.0,39480,SFE 11,,,,,cochera:El Arenal
658.0,39480,SFE 4,,,,,cochera:El Arenal
658.0,39480,SFE 7,,,,,cochera:El Arenal
658.0,39480,SFE 5,,,,,cochera:CONCEPCIÓN
658.0,39480,SFE 6,,,,,cochera:CONCEPCIÓN
658.0,39480,SFE B1,,,,,cochera:Mercado
658.0,39480,SFE B3,,,,,cochera:LAJA
658.0,39480,UT 1,,,,,cochera:HUALQUI
658.0,39480,UT 2,,,,,cochera:HUALQUI
660.0,39600,SFE 1,20050,L2,CW->CC,27.355,circulando
660.0,39600,SFE 3,20041,L2,CC->CW,17.3,circulando
660.0,39600,SFE 9,20048,L2,CW->CC,13.581,circulando
660.0,39600,SFE B1,20228,L1,TH->LJ,84.996,circulando
660.0,39600,SFE B2,20844,L1,LJ->TH,3.6,circulando
660.0,39600,SFE 10,,,,,cochera:El Arenal
660.0,39600,SFE 11,,,,,cochera:El Arenal
660.0,39600,SFE 4,,,,,cochera:El Arenal
660.0,39600,SFE 7,,,,,cochera:El Arenal
660.0,39600,SFE 2,,,,,cochera:CORONEL
660.0,39600,SFE 8,,,,,cochera:CORONEL
