linea,tren_id,sentido,estacion,dist_km,hora_min
L2,L2-CC->CW-54,CC->CW,Card. Raúl Silva Henriquez,13.151,1294.42
L2,L2-CC->CW-54,CC->CW,Hito Galvarino,18.048,1300.25
L2,L2-CC->CW-54,CC->CW,Los Canelos,21.125,1303.92
L2,L2-CC->CW-54,CC->CW,Huinca,22.524,1305.58
L2,L2-CC->CW-54,CC->CW,Cristo Redentor,24.203,1307.58
L2,L2-CC->CW-54,CC->CW,Laguna Quiñenco,26.302,1310.08
L2,L2-CC->CW-54,CC->CW,CORONEL,28.4,1312.58
L2,L2-CC->CW-55,CC->CW,CONCEPCIÓN,0.0,1290.0
L2,L2-CC->CW-55,CC->CW,Juan Pablo II,3.838,1295.67
L2,L2-CC->CW-55,CC->CW,Diagonal Bio Bio,5.569,1298.08
L2,L2-CC->CW-55,CC->CW,Alborada,7.442,1300.58
L2,L2-CC->CW-55,CC->CW,Costa Mar,8.339,1302.17
L2,L2-CC->CW-55,CC->CW,El Parque,9.614,1304.42
L2,L2-CC->CW-55,CC->CW,LOMAS COLORADAS,10.983,1306.83
L2,L2-CC->CW-55,CC->CW,Card. Raúl Silva Henriquez,13.151,1309.42
L2,L2-CC->CW-55,CC->CW,Hito Galvarino,18.048,1315.25
L2,L2-CC->CW-55,CC->CW,Los Canelos,21.125,1318.92
L2,L2-CC->CW-55,CC->CW,Huinca,22.524,1320.58
L2,L2-CC->CW-55,CC->CW,Cristo Redentor,24.203,1322.58
L2,L2-CC->CW-55,CC->CW,Laguna Quiñenco,26.302,1325.08
L2,L2-CC->CW-55,CC->CW,CORONEL,28.4,1327.58
L2,L2-CC->CW-56,CC->CW,CONCEPCIÓN,0.0,1305.0
L2,L2-CC->CW-56,CC->CW,Juan Pablo II,3.838,1310.67
L2,L2-CC->CW-56,CC->CW,Diagonal Bio Bio,5.569,1313.08
L2,L2-CC->CW-56,CC->CW,Alborada,7.442,1315.58
L2,L2-CC->CW-56,CC->CW,Costa Mar,8.339,1317.17
L2,L2-CC->CW-56,CC->CW,El Parque,9.614,1319.42
L2,L2-CC->CW-56,CC->CW,LOMAS COLORADAS,10.983,1321.83
L2,L2-CC->CW-56,CC->CW,Card. Raúl Silva Henriquez,13.151,1324.42
L2,L2-CC->CW-56,CC->CW,Hito Galvarino,18.048,1330.25
L2,L2-CC->CW-56,CC->CW,Los Canelos,21.125,1333.92
L2,L2-CC->CW-56,CC->CW,Huinca,22.524,1335.58
L2,L2-CC->CW-56,CC->CW,Cristo Redentor,24.203,1337.58
L2,L2-CC->CW-56,CC->CW,Laguna Quiñenco,26.302,1340.08
L2,L2-CC->CW-56,CC->CW,CORONEL,28.4,1342.58
L2,L2-CC->CW-57,CC->CW,CONCEPCIÓN,0.0,1320.0
L2,L2-CC->CW-57,CC->CW,Juan Pablo II,3.838,1325.67
L2,L2-CC->CW-57,CC->CW,Diagonal Bio Bio,5.569,1328.08
L2,L2-CC->CW-57,CC->CW,Alborada,7.442,1330.58
L2,L2-CC->CW-57,CC->CW,Costa Mar,8.339,1332.17
L2,L2-CC->CW-57,CC->CW,El Parque,9.614,1334.42
L2,L2-CC->CW-57,CC->CW,LOMAS COLORADAS,10.983,1336.83
L2,L2-CC->CW-57,CC->CW,Card. Raúl Silva Henriquez,13.151,1339.42
L2,L2-CC->CW-57,CC->CW,Hito Galvarino,18.048,1345.25
L2,L2-CC->CW-57,CC->CW,Los Canelos,21.125,1348.92
L2,L2-CC->CW-57,CC->CW,Huinca,22.524,1350.58
L2,L2-CC->CW-57,CC->CW,Cristo Redentor,24.203,1352.58
L2,L2-CC->CW-57,CC->CW,Laguna Quiñenco,26.302,1355.08
L2,L2-CC->CW-57,CC->CW,CORONEL,28.4,1357.58
L2,L2-CC->CW-58,CC->CW,CONCEPCIÓN,0.0,1335.0
L2,L2-CC->CW-58,CC->CW,Juan Pablo II,3.838,1340.67
L2,L2-CC->CW-58,CC->CW,Diagonal Bio Bio,5.569,1343.08
L2,L2-CC->CW-58,CC->CW,Alborada,7.442,1345.58
L2,L2-CC->CW-58,CC->CW,Costa Mar,8.339,1347.17
L2,L2-CC->CW-58,CC->CW,El Parque,9.614,1349.42
L2,L2-CC->CW-58,CC->CW,LOMAS COLORADAS,10.983,1351.83
L2,L2-CC->CW-58,CC->CW,Card. Raúl Silva Henriquez,13.151,1354.42
L2,L2-CC->CW-58,CC->CW,Hito Galvarino,18.048,1360.25
L2,L2-CC->CW-58,CC->CW,Los Canelos,21.125,1363.92
L2,L2-CC->CW-58,CC->CW,Huinca,22.524,1365.58
L2,L2-CC->CW-58,CC->CW,Cristo Redentor,24.203,1367.58
L2,L2-CC->CW-58,CC->CW,Laguna Quiñenco,26.302,1370.08
L2,L2-CC->CW-58,CC->CW,CORONEL,28.4,1372.58
L2,L2-CC->CW-59,CC->CW,CONCEPCIÓN,0.0,1350.0
L2,L2-CC->CW-59,CC->CW,Juan Pablo II,3.838,1355.67
L2,L2-CC->CW-59,CC->CW,Diagonal Bio Bio,5.569,1358.08
L2,L2-CC->CW-59,CC->CW,Alborada,7.442,1360.58
L2,L2-CC->CW-59,CC->CW,Costa Mar,8.339,1362.17
L2,L2-CC->CW-59,CC->CW,El Parque,9.614,1364.42
L2,L2-CC->CW-59,CC->CW,LOMAS COLORADAS,10.983,1366.83
L2,L2-CC->CW-59,CC->CW,Card. Raúl Silva Henriquez,13.151,1369.42
L2,L2-CC->CW-59,CC->CW,Hito Galvarino,18.048,1375.25
L2,L2-CC->CW-59,CC->CW,Los Canelos,21.125,1378.92
L2,L2-CC->CW-59,CC->CW,Huinca,22.524,1380.58
L2,L2-CC->CW-59,CC->CW,Cristo Redentor,24.203,1382.58
L2,L2-CC->CW-59,CC->CW,Laguna Quiñenco,26.302,1385.08
L2,L2-CC->CW-59,CC->CW,CORONEL,28.4,1387.58
L2,L2-CC->CW-60,CC->CW,CONCEPCIÓN,0.0,1365.0
L2,L2-CC->CW-60,CC->CW,Juan Pablo II,3.838,1370.67
L2,L2-CC->CW-60,CC->CW,Diagonal Bio Bio,5.569,1373.08
L2,L2-CC->CW-60,CC->CW,Alborada,7.442,1375.58
L2,L2-CC->CW-60,CC->CW,Costa Mar,8.339,1377.17
L2,L2-CC->CW-60,CC->CW,El Parque,9.614,1379.42
L2,L2-CC->CW-60,CC->CW,LOMAS COLORADAS,10.983,1381.83
L2,L2-CC->CW-60,CC->CW,Card. Raúl Silva Henriquez,13.151,1384.42
L2,L2-CC->CW-60,CC->CW,Hito Galvarino,18.048,1390.25
L2,L2-CC->CW-60,CC->CW,Los Canelos,21.125,1393.92
L2,L2-CC->CW-60,CC->CW,Huinca,22.524,1395.58
L2,L2-CC->CW-60,CC->CW,Cristo Redentor,24.203,1397.58
L2,L2-CC->CW-60,CC->CW,Laguna Quiñenco,26.302,1400.08
L2,L2-CC->CW-60,CC->CW,CORONEL,28.4,1402.58
L2,L2-CC->CW-61,CC->CW,CONCEPCIÓN,0.0,1380.0
L2,L2-CC->CW-61,CC->CW,Juan Pablo II,3.838,1385.67
L2,L2-CC->CW-61,CC->CW,Diagonal Bio Bio,5.569,1388.08
L2,L2-CC->CW-61,CC->CW,Alborada,7.442,1390.58
L2,L2-CC->CW-61,CC->CW,Costa Mar,8.339,1392.17
L2,L2-CC->CW-61,CC->CW,El Parque,9.614,1394.42
L2,L2-CC->CW-61,CC->CW,LOMAS COLORADAS,10.983,1396.83
L2,L2-CC->CW-61,CC->CW,Card. Raúl Silva Henriquez,13.151,1399.42
L2,L2-CC->CW-61,CC->CW,Hito Galvarino,18.048,1405.25
L2,L2-CC->CW-61,CC->CW,Los Canelos,21.125,1408.92
L2,L2-CC->CW-61,CC->CW,Huinca,22.524,1410.58
L2,L2-CC->CW-61,CC->CW,Cristo Redentor,24.203,1412.58
L2,L2-CC->CW-61,CC->CW,Laguna Quiñenco,26.302,1415.08
L2,L2-CC->CW-61,CC->CW,CORONEL,28.4,1417.58
L2,L2-CC->CW-62,CC->CW,CONCEPCIÓN,0.0,1395.0
L2,L2-CC->CW-62,CC->CW,Juan Pablo II,3.838,1400.67
L2,L2-CC->CW-62,CC->CW,Diagonal Bio Bio,5.569,1403.08
L2,L2-CC->CW-62,CC->CW,Alborada,7.442,1405.58
L2,L2-CC->CW-62,CC->CW,Costa Mar,8.339,1407.17
L2,L2-CC->CW-62,CC->CW,El Parque,9.614,1409.42
L2,L2-CC->CW-62,CC->CW,LOMAS COLORADAS,10.983,1411.83
L2,L2-CC->CW-62,CC->CW,Card. Raúl Silva Henriquez,13.151,1414.42
L2,L2-CC->CW-62,CC->CW,Hito Galvarino,18.048,1420.25
L2,L2-CC->CW-62,CC->CW,Los Canelos,21.125,1423.92
L2,L2-CC->CW-62,CC->CW,Huinca,22.524,1425.58
L2,L2-CC->CW-62,CC->CW,Cristo Redentor,24.203,1427.58
L2,L2-CC->CW-62,CC->CW,Laguna Quiñenco,26.302,1430.08
L2,L2-CC->CW-62,CC->CW,CORONEL,28.4,1432.58
L2,L2-CC->CW-63,CC->CW,CONCEPCIÓN,0.0,1410.0
L2,L2-CC->CW-63,CC->CW,Juan Pablo II,3.838,1415.67
L2,L2-CC->CW-63,CC->CW,Diagonal Bio Bio,5.569,1418.08
L2,L2-CC->CW-63,CC->CW,Alborada,7.442,1420.58
L2,L2-CC->CW-63,CC->CW,Costa Mar,8.339,1422.17
L2,L2-CC->CW-63,CC->CW,El Parque,9.614,1424.42
L2,L2-CC->CW-63,CC->CW,LOMAS COLORADAS,10.983,1426.83
L2,L2-CC->CW-63,CC->CW,Card. Raúl Silva Henriquez,13.151,1429.42
L2,L2-CC->CW-63,CC->CW,Hito Galvarino,18.048,1435.25
L2,L2-CC->CW-63,CC->CW,Los Canelos,21.125,1438.92
L2,L2-CC->CW-63,CC->CW,Huinca,22.524,1440.58
L2,L2-CC->CW-63,CC->CW,Cristo Redentor,24.203,1442.58
L2,L2-CC->CW-63,CC->CW,Laguna Quiñenco,26.302,1445.08
L2,L2-CC->CW-63,CC->CW,CORONEL,28.4,1447.58
L2,L2-CC->CW-64,CC->CW,CONCEPCIÓN,0.0,1425.0
L2,L2-CC->CW-64,CC->CW,Juan Pablo II,3.838,1430.67
L2,L2-CC->CW-64,CC->CW,Diagonal Bio Bio,5.569,1433.08
L2,L2-CC->CW-64,CC->CW,Alborada,7.442,1435.58
L2,L2-CC->CW-64,CC->CW,Costa Mar,8.339,1437.17
L2,L2-CC->CW-64,CC->CW,El Parque,9.614,1439.42
L2,L2-CC->CW-64,CC->CW,LOMAS COLORADAS,10.983,1441.83
L2,L2-CC->CW-64,CC->CW,Card. Raúl Silva Henriquez,13.151,1444.42
L2,L2-CC->CW-64,CC->CW,Hito Galvarino,18.048,1450.25
L2,L2-CC->CW-64,CC->CW,Los Canelos,21.125,1453.92
L2,L2-CC->CW-64,CC->CW,Huinca,22.524,1455.58
L2,L2-CC->CW-64,CC->CW,Cristo Redentor,24.203,1457.58
L2,L2-CC->CW-64,CC->CW,Laguna Quiñenco,26.302,1460.08
L2,L2-CC->CW-64,CC->CW,CORONEL,28.4,1462.58
L2,L2-CW->CC-1,CW->CC,CORONEL,28.4,300.0
L2,L2-CW->CC-1,CW->CC,Laguna Quiñenco,26.302,302.42
L2,L2-CW->CC-1,CW->CC,Cristo Redentor,24.203,304.83
L2,L2-CW->CC-1,CW->CC,Huinca,22.524,306.83
L2,L2-CW->CC-1,CW->CC,Los Canelos,21.125,308.5
L2,L2-CW->CC-1,CW->CC,Hito Galvarino,18.048,312.17
L2,L2-CW->CC-1,CW->CC,Card. Raúl Silva Henriquez,13.151,318.0
L2,L2-CW->CC-1,CW->CC,LOMAS COLORADAS,10.983,320.58
L2,L2-CW->CC-1,CW->CC,El Parque,9.614,323.0
L2,L2-CW->CC-1,CW->CC,Costa Mar,8.339,325.25
L2,L2-CW->CC-1,CW->CC,Alborada,7.442,326.92
L2,L2-CW->CC-1,CW->CC,Diagonal Bio Bio,5.569,329.42
L2,L2-CW->CC-1,CW->CC,Juan Pablo II,3.838,331.83
L2,L2-CW->CC-1,CW->CC,CONCEPCIÓN,0.0,337.58
L2,L2-CW->CC-2,CW->CC,CORONEL,28.4,315.0
L2,L2-CW->CC-2,CW->CC,Laguna Quiñenco,26.302,317.42
L2,L2-CW->CC-2,CW->CC,Cristo Redentor,24.203,319.83
L2,L2-CW->CC-2,CW->CC,Huinca,22.524,321.83
L2,L2-CW->CC-2,CW->CC,Los Canelos,21.125,323.5
L2,L2-CW->CC-2,CW->CC,Hito Galvarino,18.048,327.17
L2,L2-CW->CC-2,CW->CC,Card. Raúl Silva Henriquez,13.151,333.0
L2,L2-CW->CC-2,CW->CC,LOMAS COLORADAS,10.983,335.58
L2,L2-CW->CC-2,CW->CC,El Parque,9.614,338.0
L2,L2-CW->CC-2,CW->CC,Costa Mar,8.339,340.25
L2,L2-CW->CC-2,CW->CC,Alborada,7.442,341.92
L2,L2-CW->CC-2,CW->CC,Diagonal Bio Bio,5.569,344.42
L2,L2-CW->CC-2,CW->CC,Juan Pablo II,3.838,346.83
L2,L2-CW->CC-2,CW->CC,CONCEPCIÓN,0.0,352.58
L2,L2-CW->CC-3,CW->CC,CORONEL,28.4,330.0
L2,L2-CW->CC-3,CW->CC,Laguna Quiñenco,26.302,332.42
L2,L2-CW->CC-3,CW->CC,Cristo Redentor,24.203,334.83
L2,L2-CW->CC-3,CW->CC,Huinca,22.524,336.83
L2,L2-CW->CC-3,CW->CC,Los Canelos,21.125,338.5
L2,L2-CW->CC-3,CW->CC,Hito Galvarino,18.048,342.17
L2,L2-CW->CC-3,CW->CC,Card. Raúl Silva Henriquez,13.151,348.0
L2,L2-CW->CC-3,CW->CC,LOMAS COLORADAS,10.983,350.58
L2,L2-CW->CC-3,CW->CC,El Parque,9.614,353.0
L2,L2-CW->CC-3,CW->CC,Costa Mar,8.339,355.25
L2,L2-CW->CC-3,CW->CC,Alborada,7.442,356.92
L2,L2-CW->CC-3,CW->CC,Diagonal Bio Bio,5.569,359.42
L2,L2-CW->CC-3,CW->CC,Juan Pablo II,3.838,361.83
L2,L2-CW->CC-3,CW->CC,CONCEPCIÓN,0.0,367.58
L2,L2-CW->CC-4,CW->CC,CORONEL,28.4,345.0
L2,L2-CW->CC-4,CW->CC,Laguna Quiñenco,26.302,347.42
L2,L2-CW->CC-4,CW->CC,Cristo Redentor,24.203,349.83
L2,L2-CW->CC-4,CW->CC,Huinca,22.524,351.83
L2,L2-CW->CC-4,CW->CC,Los Canelos,21.125,353.5
L2,L2-CW->CC-4,CW->CC,Hito Galvarino,18.048,357.17
L2,L2-CW->CC-4,CW->CC,Card. Raúl Silva Henriquez,13.151,363.0
L2,L2-CW->CC-4,CW->CC,LOMAS COLORADAS,10.983,365.58
L2,L2-CW->CC-4,CW->CC,El Parque,9.614,368.0
L2,L2-CW->CC-4,CW->CC,Costa Mar,8.339,370.25
L2,L2-CW->CC-4,CW->CC,Alborada,7.442,371.92
L2,L2-CW->CC-4,CW->CC,Diagonal Bio Bio,5.569,374.42
L2,L2-CW->CC-4,CW->CC,Juan Pablo II,3.838,376.83
L2,L2-CW->CC-4,CW->CC,CONCEPCIÓN,0.0,382.58
L2,L2-CW->CC-5,CW->CC,CORONEL,28.4,360.0
L2,L2-CW->CC-5,CW->CC,Laguna Quiñenco,26.302,362.42
L2,L2-CW->CC-5,CW->CC,Cristo Redentor,24.203,364.83
L2,L2-CW->CC-5,CW->CC,Huinca,22.524,366.83
L2,L2-CW->CC-5,CW->CC,Los Canelos,21.125,368.5
L2,L2-CW->CC-5,CW->CC,Hito Galvarino,18.048,372.17
L2,L2-CW->CC-5,CW->CC,Card. Raúl Silva Henriquez,13.151,378.0
L2,L2-CW->CC-5,CW->CC,LOMAS COLORADAS,10.983,380.58
L2,L2-CW->CC-5,CW->CC,El Parque,9.614,383.0
L2,L2-CW->CC-5,CW->CC,Costa Mar,8.339,385.25
L2,L2-CW->CC-5,CW->CC,Alborada,7.442,386.92
L2,L2-CW->CC-5,CW->CC,Diagonal Bio Bio,5.569,389.42
L2,L2-CW->CC-5,CW->CC,Juan Pablo II,3.838,391.83
L2,L2-CW->CC-5,CW->CC,CONCEPCIÓN,0.0,397.58
L2,L2-CW->CC-6,CW->CC,CORONEL,28.4,375.0
L2,L2-CW->CC-6,CW->CC,Laguna Quiñenco,26.302,377.42
L2,L2-CW->CC-6,CW->CC,Cristo Redentor,24.203,379.83
L2,L2-CW->CC-6,CW->CC,Huinca,22.524,381.83
L2,L2-CW->CC-6,CW->CC,Los Canelos,21.125,383.5
L2,L2-CW->CC-6,CW->CC,Hito Galvarino,18.048,387.17
L2,L2-CW->CC-6,CW->CC,Card. Raúl Silva Henriquez,13.151,393.0
L2,L2-CW->CC-6,CW->CC,LOMAS COLORADAS,10.983,395.58
L2,L2-CW->CC-6,CW->CC,El Parque,9.614,398.0
L2,L2-CW->CC-6,CW->CC,Costa Mar,8.339,400.25
L2,L2-CW->CC-6,CW->CC,Alborada,7.442,401.92
L2,L2-CW->CC-6,CW->CC,Diagonal Bio Bio,5.569,404.42
L2,L2-CW->CC-6,CW->CC,Juan Pablo II,3.838,406.83
L2,L2-CW->CC-6,CW->CC,CONCEPCIÓN,0.0,412.58
L2,L2-CW->CC-7,CW->CC,CORONEL,28.4,390.0
L2,L2-CW->CC-7,CW->CC,Laguna Quiñenco,26.302,392.42
L2,L2-CW->CC-7,CW->CC,Cristo Redentor,24.203,394.83
L2,L2-CW->CC-7,CW->CC,Huinca,22.524,396.83
L2,L2-CW->CC-7,CW->CC,Los Canelos,21.125,398.5
L2,L2-CW->CC-7,CW->CC,Hito Galvarino,18.048,402.17
L2,L2-CW->CC-7,CW->CC,Card. Raúl Silva Henriquez,13.151,408.0
L2,L2-CW->CC-7,CW->CC,LOMAS COLORADAS,10.983,410.58
L2,L2-CW->CC-7,CW->CC,El Parque,9.614,413.0
L2,L2-CW->CC-7,CW->CC,Costa Mar,8.339,415.25
L2,L2-CW->CC-7,CW->CC,Alborada,7.442,416.92
L2,L2-CW->CC-7,CW->CC,Diagonal Bio Bio,5.569,419.42
L2,L2-CW->CC-7,CW->CC,Juan Pablo II,3.838,421.83
L2,L2-CW->CC-7,CW->CC,CONCEPCIÓN,0.0,427.58
L2,L2-CW->CC-8,CW->CC,CORONEL,28.4,405.0
L2,L2-CW->CC-8,CW->CC,Laguna Quiñenco,26.302,407.42
L2,L2-CW->CC-8,CW->CC,Cristo Redentor,24.203,409.83
L2,L2-CW->CC-8,CW->CC,Huinca,22.524,411.83
L2,L2-CW->CC-8,CW->CC,Los Canelos,21.125,413.5
L2,L2-CW->CC-8,CW->CC,Hito Galvarino,18.048,417.17
L2,L2-CW->CC-8,CW->CC,Card. Raúl Silva Henriquez,13.151,423.0
L2,L2-CW->CC-8,CW->CC,LOMAS COLORADAS,10.983,425.58
L2,L2-CW->CC-8,CW->CC,El Parque,9.614,428.0
L2,L2-CW->CC-8,CW->CC,Costa Mar,8.339,430.25
L2,L2-CW->CC-8,CW->CC,Alborada,7.442,431.92
L2,L2-CW->CC-8,CW->CC,Diagonal Bio Bio,5.569,434.42
L2,L2-CW->CC-8,CW->CC,Juan Pablo II,3.838,436.83
L2,L2-CW->CC-8,CW->CC,CONCEPCIÓN,0.0,442.58
L2,L2-CW->CC-9,CW->CC,CORONEL,28.4,420.0
L2,L2-CW->CC-9,CW->CC,Laguna Quiñenco,26.302,422.42
L2,L2-CW->CC-9,CW->CC,Cristo Redentor,24.203,424.83
L2,L2-CW->CC-9,CW->CC,Huinca,22.524,426.83
L2,L2-CW->CC-9,CW->CC,Los Canelos,21.125,428.5
L2,L2-CW->CC-9,CW->CC,Hito Galvarino,18.048,432.17
L2,L2-CW->CC-9,CW->CC,Card. Raúl Silva Henriquez,13.151,438.0
L2,L2-CW->CC-9,CW->CC,LOMAS COLORADAS,10.983,440.58
L2,L2-CW->CC-9,CW->CC,El Parque,9.614,443.0
L2,L2-CW->CC-9,CW->CC,Costa Mar,8.339,445.25
L2,L2-CW->CC-9,CW->CC,Alborada,7.442,446.92
L2,L2-CW->CC-9,CW->CC,Diagonal Bio Bio,5.569,449.42
L2,L2-CW->CC-9,CW->CC,Juan Pablo II,3.838,451.83
L2,L2-CW->CC-9,CW->CC,CONCEPCIÓN,0.0,457.58
L2,L2-CW->CC-10,CW->CC,CORONEL,28.4,435.0
L2,L2-CW->CC-10,CW->CC,Laguna Quiñenco,26.302,437.42
L2,L2-CW->CC-10,CW->CC,Cristo Redentor,24.203,439.83
L2,L2-CW->CC-10,CW->CC,Huinca,22.524,441.83
L2,L2-CW->CC-10,CW->CC,Los Canelos,21.125,443.5
L2,L2-CW->CC-10,CW->CC,Hito Galvarino,18.048,447.17
L2,L2-CW->CC-10,CW->CC,Card. Raúl Silva Henriquez,13.151,453.0
L2,L2-CW->CC-10,CW->CC,LOMAS COLORADAS,10.983,455.58
L2,L2-CW->CC-10,CW->CC,El Parque,9.614,458.0
L2,L2-CW->CC-10,CW->CC,Costa Mar,8.339,460.25
L2,L2-CW->CC-10,CW->CC,Alborada,7.442,461.92
L2,L2-CW->CC-10,CW->CC,Diagonal Bio Bio,5.569,464.42
L2,L2-CW->CC-10,CW->CC,Juan Pablo II,3.838,466.83
L2,L2-CW->CC-10,CW->CC,CONCEPCIÓN,0.0,472.58
L2,L2-CW->CC-11,CW->CC,CORONEL,28.4,450.0
L2,L2-CW->CC-11,CW->CC,Laguna Quiñenco,26.302,452.42
L2,L2-CW->CC-11,CW->CC,Cristo Redentor,24.203,454.83
L2,L2-CW->CC-11,CW->CC,Huinca,22.524,456.83
L2,L2-CW->CC-11,CW->CC,Los Canelos,21.125,458.5
L2,L2-CW->CC-11,CW->CC,Hito Galvarino,18.048,462.17
L2,L2-CW->CC-11,CW->CC,Card. Raúl Silva Henriquez,13.151,468.0
L2,L2-CW->CC-11,CW->CC,LOMAS COLORADAS,10.983,470.58
L2,L2-CW->CC-11,CW->CC,El Parque,9.614,473.0
L2,L2-CW->CC-11,CW->CC,Costa Mar,8.339,475.25
L2,L2-CW->CC-11,CW->CC,Alborada,7.442,476.92
L2,L2-CW->CC-11,CW->CC,Diagonal Bio Bio,5.569,479.42
L2,L2-CW->CC-11,CW->CC,Juan Pablo II,3.838,481.83
L2,L2-CW->CC-11,CW->CC,CONCEPCIÓN,0.0,487.58
L2,L2-CW->CC-12,CW->CC,CORONEL,28.4,465.0
L2,L2-CW->CC-12,CW->CC,Laguna Quiñenco,26.302,467.42
L2,L2-CW->CC-12,CW->CC,Cristo Redentor,24.203,469.83
L2,L2-CW->CC-12,CW->CC,Huinca,22.524,471.83
L2,L2-CW->CC-12,CW->CC,Los Canelos,21.125,473.5
L2,L2-CW->CC-12,CW->CC,Hito Galvarino,18.048,477.17
L2,L2-CW->CC-12,CW->CC,Card. Raúl Silva Henriquez,13.151,483.0
L2,L2-CW->CC-12,CW->CC,LOMAS COLORADAS,10.983,485.58
L2,L2-CW->CC-12,CW->CC,El Parque,9.614,488.0
L2,L2-CW->CC-12,CW->CC,Costa Mar,8.339,490.25
L2,L2-CW->CC-12,CW->CC,Alborada,7.442,491.92
L2,L2-CW->CC-12,CW->CC,Diagonal Bio Bio,5.569,494.42
L2,L2-CW->CC-12,CW->CC,Juan Pablo II,3.838,496.83
L2,L2-CW->CC-12,CW->CC,CONCEPCIÓN,0.0,502.58
L2,L2-CW->CC-13,CW->CC,CORONEL,28.4,480.0
L2,L2-CW->CC-13,CW->CC,Laguna Quiñenco,26.302,482.42
L2,L2-CW->CC-13,CW->CC,Cristo Redentor,24.203,484.83
L2,L2-CW->CC-13,CW->CC,Huinca,22.524,486.83
L2,L2-CW->CC-13,CW->CC,Los Canelos,21.125,488.5
L2,L2-CW->CC-13,CW->CC,Hito Galvarino,18.048,492.17
L2,L2-CW->CC-13,CW->CC,Card. Raúl Silva Henriquez,13.151,498.0
L2,L2-CW->CC-13,CW->CC,LOMAS COLORADAS,10.983,500.58
L2,L2-CW->CC-13,CW->CC,El Parque,9.614,503.0
L2,L2-CW->CC-13,CW->CC,Costa Mar,8.339,505.25
L2,L2-CW->CC-13,CW->CC,Alborada,7.442,506.92
L2,L2-CW->CC-13,CW->CC,Diagonal Bio Bio,5.569,509.42
L2,L2-CW->CC-13,CW->CC,Juan Pablo II,3.838,511.83
L2,L2-CW->CC-13,CW->CC,CONCEPCIÓN,0.0,517.58
L2,L2-CW->CC-14,CW->CC,CORONEL,28.4,495.0
L2,L2-CW->CC-14,CW->CC,Laguna Quiñenco,26.302,497.42
L2,L2-CW->CC-14,CW->CC,Cristo Redentor,24.203,499.83
L2,L2-CW->CC-14,CW->CC,Huinca,22.524,501.83
L2,L2-CW->CC-14,CW->CC,Los Canelos,21.125,503.5
L2,L2-CW->CC-14,CW->CC,Hito Galvarino,18.048,507.17
L2,L2-CW->CC-14,CW->CC,Card. Raúl Silva Henriquez,13.151,513.0
L2,L2-CW->CC-14,CW->CC,LOMAS COLORADAS,10.983,515.58
L2,L2-CW->CC-14,CW->CC,El Parque,9.614,518.0
L2,L2-CW->CC-14,CW->CC,Costa Mar,8.339,520.25
L2,L2-CW->CC-14,CW->CC,Alborada,7.442,521.92
L2,L2-CW->CC-14,CW->CC,Diagonal Bio Bio,5.569,524.42
L2,L2-CW->CC-14,CW->CC,Juan Pablo II,3.838,526.83
L2,L2-CW->CC-14,CW->CC,CONCEPCIÓN,0.0,532.58
L2,L2-CW->CC-15,CW->CC,CORONEL,28.4,510.0
L2,L2-CW->CC-15,CW->CC,Laguna Quiñenco,26.302,512.42
L2,L2-CW->CC-15,CW->CC,Cristo Redentor,24.203,514.83
L2,L2-CW->CC-15,CW->CC,Huinca,22.524,516.83
L2,L2-CW->CC-15,CW->CC,Los Canelos,21.125,518.5
L2,L2-CW->CC-15,CW->CC,Hito Galvarino,18.048,522.17
L2,L2-CW->CC-15,CW->CC,Card. Raúl Silva Henriquez,13.151,528.0
L2,L2-CW->CC-15,CW->CC,LOMAS COLORADAS,10.983,530.58
L2,L2-CW->CC-15,CW->CC,El Parque,9.614,533.0
L2,L2-CW->CC-15,CW->CC,Costa Mar,8.339,535.25
L2,L2-CW->CC-15,CW->CC,Alborada,7.442,536.92
L2,L2-CW->CC-15,CW->CC,Diagonal Bio Bio,5.569,539.42
L2,L2-CW->CC-15,CW->CC,Juan Pablo II,3.838,541.83
L2,L2-CW->CC-15,CW->CC,CONCEPCIÓN,0.0,547.58
L2,L2-CW->CC-16,CW->CC,CORONEL,28.4,525.0
L2,L2-CW->CC-16,CW->CC,Laguna Quiñenco,26.302,527.42
L2,L2-CW->CC-16,CW->CC,Cristo Redentor,24.203,529.83
L2,L2-CW->CC-16,CW->CC,Huinca,22.524,531.83
L2,L2-CW->CC-16,CW->CC,Los Canelos,21.125,533.5
L2,L2-CW->CC-16,CW->CC,Hito Galvarino,18.048,537.17
L2,L2-CW->CC-16,CW->CC,Card. Raúl Silva Henriquez,13.151,543.0
L2,L2-CW->CC-16,CW->CC,LOMAS COLORADAS,10.983,545.58
L2,L2-CW->CC-16,CW->CC,El Parque,9.614,548.0
L2,L2-CW->CC-16,CW->CC,Costa Mar,8.339,550.25
L2,L2-CW->CC-16,CW->CC,Alborada,7.442,551.92
L2,L2-CW->CC-16,CW->CC,Diagonal Bio Bio,5.569,554.42
L2,L2-CW->CC-16,CW->CC,Juan Pablo II,3.838,556.83
L2,L2-CW->CC-16,CW->CC,CONCEPCIÓN,0.0,562.58
L2,L2-CW->CC-17,CW->CC,CORONEL,28.4,540.0
L2,L2-CW->CC-17,CW->CC,Laguna Quiñenco,26.302,542.42
L2,L2-CW->CC-17,CW->CC,Cristo Redentor,24.203,544.83
L2,L2-CW->CC-17,CW->CC,Huinca,22.524,546.83
